SrcAddr,Sport,DstAddr,Dport,Proto,State,Dur,SrcBytes,DstBytes,sTtl,dTtl,SrcLoss,DstLoss,SrcLoad,DstLoad,SrcPkts,DstPkts,SrcWin,DstWin,SrcTCPBase,DstTCPBase,sMeanPktSz,dMeanPktSz,SrcJitter,DstJitter,StartTime,LastTime,SIntPkt,DIntPkt,TcpRtt,SynAck,AckDat,Trans,Min,Max,Sum
59.166.0.4,27778,149.171.126.0,6881,6,FIN,0.018152,1540,1644,31,29,4,4,636403.687500,684442.500000,16,18,8688,10136,582248271,587143366,96.250000,91.333336,72.466161,2.119780,1424262069.026991,1424262069.045143,1.190133,1.105500,0.000583,0.000462,0.000121,1,0.018152,0.018152,0.018152
59.166.0.4,58247,149.171.126.0,6881,6,FIN,0.018131,1540,1644,31,29,4,4,637140.750000,685235.187500,16,18,8688,10136,2727635525,587667806,96.250000,91.333336,72.850021,2.051486,1424262069.027883,1424262069.046014,1.186467,1.105500,0.000553,0.000441,0.000112,1,0.018131,0.018131,0.018131
59.166.0.4,24634,149.171.126.0,6881,6,FIN,0.013576,1540,1644,31,29,4,4,850913.375000,915144.375000,16,18,8688,10136,2727631555,588157436,96.250000,91.333336,62.104109,1.461921,1424262069.028698,1424262069.042274,0.883600,0.820562,0.000558,0.000444,0.000114,1,0.013576,0.013576,0.013576
175.45.176.3,37650,149.171.126.13,80,6,FIN,0.406975,862,268,254,252,2,1,15254.007812,4403.218750,10,6,16383,16383,1798363749,2090895453,86.199997,44.666668,2249.042980,87.446062,1424262069.061143,1424262069.468118,45.109445,59.985801,0.151443,0.107041,0.044402,1,0.406975,0.406975,0.406975
59.166.0.7,20848,149.171.126.4,21,6,FIN,4.504640,2478,3396,31,29,9,12,5906.798340,4301.342285,44,48,24616,20272,1529727638,185369980,56.318180,70.750000,250.873063,223.213516,1424262069.086522,1424262073.591162,104.743789,95.843406,0.000000,0.000000,0.000000,1,4.504640,4.504640,4.504640
59.166.0.4,59563,149.171.126.2,80,6,CON,4.948269,3016,207838,31,29,0,67,333618.093750,4791.979004,58,140,65160,7240,3559313143,1591877727,52.000000,1484.557129,138.608094,3275.060301,1424262069.088394,1424262074.036663,88.330211,35.597613,0.000000,0.000000,0.000000,1,4.948269,4.948269,4.948269
59.166.0.3,21511,149.171.126.9,21,6,FIN,2.362049,1132,1654,31,29,3,6,3644.293457,5371.607422,20,24,24616,20272,497208858,889904372,56.599998,68.916664,213.375125,182.985609,1424262069.097216,1424262071.459265,124.294313,102.662352,0.000000,0.000000,0.000000,1,2.362049,2.362049,2.362049
59.166.0.5,2087,149.171.126.7,51199,6,FIN,0.389300,8928,424,31,29,4,1,170377.609375,7623.940430,14,8,5792,10136,1889731318,2777433488,637.714294,53.000000,3348.617388,133.897125,1424262069.099274,1424262069.488574,29.946154,55.008855,0.004194,0.004049,0.000145,1,0.389300,0.389300,0.389300
59.166.0.1,59285,149.171.126.4,53,17,CON,0.001056,146,178,31,29,0,0,553030.312500,674242.437500,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1424262069.119231,1424262069.120287,0.008000,0.006000,0.000000,0.000000,0.000000,1,0.001056,0.001056,0.001056
59.166.0.1,60881,149.171.126.0,25,6,FIN,0.025355,37250,3380,31,29,18,8,11527194.000000,1041214.750000,52,42,14480,30408,2791824331,643239135,716.346130,80.476189,31.004357,1.195077,1424262069.120459,1424262069.145814,0.490647,0.606122,0.000646,0.000501,0.000145,1,0.025355,0.025355,0.025355
149.171.126.9,64396,59.166.0.3,58970,6,FIN,0.179730,8712,208,29,31,1,0,349012.406250,6943.749023,10,4,5792,8688,325851236,2642597131,871.200012,52.000000,54.809160,82.611758,1424262069.141388,1424262069.321118,19.970000,58.418332,0.000000,0.000000,0.000000,1,0.179730,0.179730,0.179730
59.166.0.3,23921,149.171.126.9,14852,6,FIN,0.030590,3614,44706,31,29,7,24,929454.062500,11503106.000000,60,62,37648,14480,2851819583,2852104739,60.233334,721.064514,33.365805,31.127788,1424262069.219215,1424262069.249805,0.522121,0.491836,0.000724,0.000580,0.000144,1,0.030590,0.030590,0.030590
59.166.0.3,61254,149.171.126.3,23489,6,FIN,0.018221,2854,29196,31,29,7,17,1225838.250000,12551671.000000,46,48,27512,14480,2851822844,720916684,62.043480,608.250000,24.458165,23.831226,1424262069.249918,1424262069.268139,0.426238,0.384587,0.000659,0.000527,0.000132,1,0.018221,0.018221,0.018221
59.166.0.7,54606,149.171.126.3,61058,6,FIN,0.032860,3614,44706,31,29,7,24,865246.500000,10708460.000000,60,62,37648,14480,2907626616,2907906366,60.233334,721.064514,33.052783,32.567183,1424262069.319219,1424262069.352079,0.551542,0.529246,0.000713,0.000568,0.000145,1,0.032860,0.032860,0.032860
59.166.0.7,58146,149.171.126.1,26420,6,FIN,0.018952,2854,29196,31,29,7,17,1178556.250000,12067538.000000,46,48,27512,14480,762243328,782268829,62.043480,608.250000,23.880240,23.133088,1424262069.352197,1424262069.371149,0.433395,0.393170,0.000584,0.000470,0.000114,1,0.018952,0.018952,0.018952
175.45.176.3,41454,149.171.126.15,445,6,FIN,1.325984,1450,810,254,252,3,2,8024.229492,4398.243164,12,10,16383,16383,2921289438,922309279,120.833336,81.000000,8204.779627,194.546359,1424262069.377015,1424262070.702999,120.544000,138.655000,0.090940,0.053191,0.037749,1,1.325984,1.325984,1.325984
175.45.176.0,1043,149.171.126.10,53,17,INT,0.000008,114,0,254,,0,0,57000000.000000,0.000000,2,0,,,,,57.000000,0.000000,0.000000,,1424262069.392251,1424262069.392259,0.008000,,0.000000,0.000000,0.000000,1,0.000008,0.000008,0.000008
175.45.176.3,25890,149.171.126.12,111,6,FIN,0.834625,564,354,254,252,2,1,4869.252441,2971.394287,10,8,16383,16383,3847640876,164068481,56.400002,44.250000,5893.682567,154.751812,1424262069.393035,1424262070.227660,86.073555,108.505000,0.163087,0.075089,0.087998,1,0.834625,0.834625,0.834625
59.166.0.1,29362,149.171.126.0,53,17,CON,0.000964,130,162,31,29,0,0,539419.062500,672199.187500,2,2,,,,,65.000000,81.000000,0.000000,0.000000,1424262069.434260,1424262069.435224,0.008000,0.004000,0.000000,0.000000,0.000000,1,0.000964,0.000964,0.000964
59.166.0.1,30940,149.171.126.8,21,6,FIN,2.394924,2934,3742,31,29,11,15,9613.666992,12269.283203,52,54,24616,20272,2971824786,832193353,56.423077,69.296295,3640.914702,127.811641,1424262069.435384,1424262071.830308,47.892422,45.177281,0.000682,0.000525,0.000157,1,2.394924,2.394924,2.394924
59.166.0.4,30056,149.171.126.1,53,17,CON,0.001033,132,164,31,29,0,0,511132.656250,635043.562500,2,2,,,,,66.000000,82.000000,0.000000,0.000000,1424262069.519244,1424262069.520277,0.009000,0.006000,0.000000,0.000000,0.000000,1,0.001033,0.001033,0.001033
59.166.0.4,31740,149.171.126.4,80,6,FIN,0.004005,1044,824,31,29,2,2,1825717.875000,1482147.375000,8,10,5792,7240,882243044,883242985,130.500000,82.400002,33.458330,0.693494,1424262069.520459,1424262069.524464,0.523714,0.384222,0.000686,0.000544,0.000142,1,0.004005,0.004005,0.004005
59.166.0.4,33420,149.171.126.5,6881,6,FIN,0.072698,4172,117444,31,29,8,45,451951.937500,12804424.000000,64,108,65160,15928,882244923,3035280536,65.187500,1087.444458,65.133801,43.150928,1424262069.524575,1424262069.597273,1.148921,0.681076,0.000632,0.000501,0.000131,1,0.072698,0.072698,0.072698
59.166.0.4,47462,149.171.126.5,6881,6,FIN,0.017897,1540,1644,31,29,4,4,645471.312500,694194.562500,16,18,8688,10136,3031826482,886268663,96.250000,91.333336,71.318990,2.182250,1424262069.525551,1424262069.543448,1.172800,1.024882,0.000596,0.000471,0.000125,1,0.017897,0.017897,0.017897
59.166.0.4,2198,149.171.126.5,6881,6,FIN,0.017902,1540,1644,31,29,4,4,645291.062500,694000.687500,16,18,8688,10136,882246476,3036396001,96.250000,91.333336,70.986432,2.088683,1424262069.526438,1424262069.544340,1.173133,1.024941,0.000593,0.000475,0.000118,1,0.017902,0.017902,0.017902
59.166.0.4,47007,149.171.126.5,6881,6,FIN,0.017893,1540,1644,31,29,4,4,645615.625000,694349.750000,16,18,8688,10136,882247252,887335745,96.250000,91.333336,71.316637,2.021648,1424262069.527333,1424262069.545226,1.172867,1.026118,0.000559,0.000444,0.000115,1,0.017893,0.017893,0.017893
59.166.0.4,3787,149.171.126.5,6881,6,FIN,0.017956,1540,1644,31,29,4,4,643350.437500,691913.562500,16,18,8688,10136,3031828860,3033216579,96.250000,91.333336,72.124696,1.974810,1424262069.528158,1424262069.546114,1.176067,1.029706,0.000559,0.000446,0.000113,1,0.017956,0.017956,0.017956
59.166.0.4,32638,149.171.126.5,6881,6,FIN,0.013262,1540,1644,31,29,4,4,871060.187500,936811.937500,16,18,8688,10136,3031824894,3033742963,96.250000,91.333336,60.420486,1.394490,1424262069.529035,1424262069.542297,0.864067,0.753529,0.000572,0.000449,0.000123,1,0.013262,0.013262,0.013262
59.166.0.0,31940,149.171.126.7,53,17,CON,0.001021,146,178,31,29,0,0,571988.250000,697355.562500,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1424262069.619236,1424262069.620257,0.008000,0.007000,0.000000,0.000000,0.000000,1,0.001021,0.001021,0.001021
59.166.0.0,33654,149.171.126.0,80,6,FIN,1.006088,1580,10168,31,29,3,5,11521.854492,76367.078125,12,18,10136,8688,3087629657,3088610455,131.666672,564.888916,9524.401542,7674.827880,1424262069.620436,1424262070.626524,91.429727,59.149648,0.000681,0.000541,0.000140,1,1.006088,1.006088,1.006088
59.166.0.4,33730,149.171.126.1,28251,6,FIN,0.035969,3614,44706,31,29,7,24,790458.437500,9782868.000000,60,62,37648,14480,3147626165,3152135900,60.233334,721.064514,43.862274,42.273879,1424262069.719226,1424262069.755195,0.614776,0.579033,0.000782,0.000640,0.000142,1,0.035969,0.035969,0.035969
59.166.0.4,46577,149.171.126.2,33326,6,FIN,0.061923,2854,29196,31,29,7,17,360706.031250,3693361.000000,46,48,27512,14480,3147629540,1024157090,62.043480,608.250000,78.669099,77.287335,1424262069.755317,1424262069.817240,1.369133,1.305809,0.000715,0.000548,0.000167,1,0.061923,0.061923,0.061923
175.45.176.0,11615,149.171.126.12,80,6,FIN,3.001116,330633,1816,62,252,125,1,877918.750000,4726.241699,256,42,16383,16383,2561026160,2886432437,1291.535156,43.238094,1457.471529,110.083320,1424262069.765239,1424262072.766355,11.769082,71.371242,0.156802,0.074256,0.082546,1,3.001116,3.001116,3.001116
59.166.0.3,23985,149.171.126.9,24900,6,FIN,1.017156,8928,320,31,29,4,1,65209.269531,2099.972900,14,6,5792,8688,497211524,1032910770,637.714294,53.333332,6931.005019,290.016250,1424262069.769955,1424262070.787111,78.242766,203.309797,0.000610,0.000472,0.000138,1,1.017156,1.017156,1.017156
59.166.0.2,6502,149.171.126.2,53,17,CON,0.001004,132,164,31,29,0,0,525896.437500,653386.500000,2,2,,,,,66.000000,82.000000,0.000000,0.000000,1424262069.819264,1424262069.820268,0.008000,0.007000,0.000000,0.000000,0.000000,1,0.001004,0.001004,0.001004
59.166.0.2,9261,149.171.126.4,80,6,FIN,0.004020,1044,824,31,29,2,2,1818905.500000,1476617.000000,8,10,5792,7240,3211828396,3212802308,130.500000,82.400002,33.597450,0.701212,1424262069.820432,1424262069.824452,0.526571,0.386000,0.000685,0.000543,0.000142,1,0.004020,0.004020,0.004020
59.166.0.2,38904,149.171.126.9,6881,6,FIN,0.071531,4172,117444,31,29,8,45,459325.343750,13013323.000000,64,108,65160,15928,1062250130,3215544263,65.187500,1087.444458,62.910828,42.251809,1424262069.824580,1424262069.896111,1.130349,0.659589,0.001089,0.000952,0.000137,1,0.071531,0.071531,0.071531
59.166.0.2,41914,149.171.126.9,6881,6,FIN,0.017771,1540,1644,31,29,4,4,650047.812500,699116.562500,16,18,8688,10136,3211831876,3216110629,96.250000,91.333336,70.603311,2.170860,1424262069.825982,1424262069.843753,1.164400,1.017471,0.000588,0.000471,0.000117,1,0.017771,0.017771,0.017771
59.166.0.6,24690,149.171.126.3,80,6,FIN,0.001933,690,1272,31,29,0,1,2143817.750000,4606311.500000,4,8,10136,8688,462248564,2612877114,172.500000,159.000000,0.732330,0.179194,1424262069.826183,1424262069.828116,0.521333,0.149143,0.000000,0.000000,0.000000,1,0.001933,0.001933,0.001933
59.166.0.2,40760,149.171.126.9,6881,6,FIN,0.017830,1540,1644,31,29,4,4,647896.812500,696803.187500,16,18,8688,10136,3211832772,1067054370,96.250000,91.333336,70.538398,2.083438,1424262069.826859,1424262069.844689,1.168467,1.021765,0.000572,0.000458,0.000114,1,0.017830,0.017830,0.017830
59.166.0.2,35505,149.171.126.9,6881,6,FIN,0.017827,1540,1644,31,29,4,4,648005.812500,696920.375000,16,18,8688,10136,1062252885,1067587001,96.250000,91.333336,70.955884,2.015427,1424262069.827740,1424262069.845567,1.168000,1.021412,0.000575,0.000460,0.000115,1,0.017827,0.017827,0.017827
59.166.0.2,14902,149.171.126.9,6881,6,FIN,0.017858,1540,1644,31,29,4,4,646880.937500,695710.562500,16,18,8688,10136,3211834551,1068101431,96.250000,91.333336,71.735953,1.963877,1424262069.828617,1424262069.846475,1.169467,1.024471,0.000551,0.000440,0.000111,1,0.017858,0.017858,0.017858
59.166.0.2,37933,149.171.126.9,6881,6,FIN,0.013132,1540,1644,31,29,4,4,879683.187500,946085.875000,16,18,8688,10136,1062249074,1068590541,96.250000,91.333336,59.836932,1.378855,1424262069.829434,1424262069.842566,0.854733,0.746412,0.000553,0.000441,0.000112,1,0.013132,0.013132,0.013132
59.166.0.1,31825,149.171.126.8,20549,6,FIN,0.084434,320,1850,31,29,1,2,25297.865234,153397.921875,6,8,5792,5792,2971825886,1118017987,53.333332,231.250000,1179.566719,29.033656,1424262069.911774,1424262069.996208,16.811400,11.988714,0.000634,0.000511,0.000123,1,0.084434,0.084434,0.084434
59.166.0.8,5597,149.171.126.8,22,6,FIN,0.274874,5928,8010,31,29,14,17,169765.062500,229108.609375,62,58,28960,23168,3267627291,1122512249,95.612900,138.103455,333.917582,351.824099,1424262069.919228,1424262070.194102,4.506131,4.895643,0.000706,0.000564,0.000142,1,0.274874,0.274874,0.274874
59.166.0.7,42244,149.171.126.9,53,17,CON,0.001034,146,178,31,29,0,0,564796.937500,688588.062500,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1424262070.019213,1424262070.020247,0.006000,0.006000,0.000000,0.000000,0.000000,1,0.001034,0.001034,0.001034
59.166.0.7,44117,149.171.126.5,25,6,FIN,0.491828,37250,3172,31,29,18,8,594256.562500,50245.207031,52,38,14480,30408,3327629936,1183204369,716.346130,83.473686,985.726860,34.474441,1424262070.020406,1424262070.512234,9.636667,13.277892,0.000702,0.000542,0.000160,1,0.491828,0.491828,0.491828
59.166.0.7,21751,149.171.126.4,20549,6,FIN,1.635231,320,1850,31,29,1,2,1306.237427,7920.593262,6,8,5792,5792,3675115403,1220119895,53.333332,231.250000,23109.289350,571.703000,1424262070.081930,1424262071.717161,326.980813,233.528422,0.000655,0.000529,0.000126,1,1.635231,1.635231,1.635231
59.166.0.9,55438,149.171.126.1,64396,6,FIN,1.242090,424,8824,31,29,1,4,2389.520996,52099.285156,8,12,8688,5792,2715115239,1240014901,53.000000,735.333313,11085.380640,8832.880108,1424262070.115103,1424262071.357193,177.395578,112.870273,0.000658,0.000512,0.000146,1,1.242090,1.242090,1.242090
59.166.0.6,8418,149.171.126.8,22,6,FIN,0.561728,5928,8010,31,29,14,17,83072.234375,112111.203125,62,58,28960,23168,1242239866,1242521814,95.612900,138.103455,588.584140,609.882548,1424262070.119227,1424262070.680955,9.208655,9.842491,0.000716,0.000577,0.000139,1,0.561728,0.561728,0.561728
59.166.0.1,32595,149.171.126.8,64396,6,FIN,0.247369,424,8824,31,29,1,4,11998.269531,261601.078125,8,12,8688,5792,822245876,1275805972,53.000000,735.333313,2311.594929,1839.453357,1424262070.174756,1424262070.422125,35.292855,22.442363,0.000621,0.000500,0.000121,1,0.247369,0.247369,0.247369
59.166.0.0,10168,149.171.126.2,53,17,CON,0.001026,132,164,31,29,0,0,514619.875000,639376.187500,2,2,,,,,66.000000,82.000000,0.000000,0.000000,1424262070.219252,1424262070.220278,0.008000,0.006000,0.000000,0.000000,0.000000,1,0.001026,0.001026,0.001026
59.166.0.0,11762,149.171.126.4,80,6,FIN,0.003929,1044,824,31,29,2,2,1861033.375000,1510817.000000,8,10,5792,7240,1302243265,1303236016,130.500000,82.400002,32.485925,0.680932,1424262070.220451,1424262070.224380,0.511429,0.375333,0.000683,0.000547,0.000136,1,0.003929,0.003929,0.003929
59.166.0.0,13488,149.171.126.0,6881,6,FIN,0.126631,4276,117444,31,29,8,45,266095.968750,7350932.500000,66,108,65160,15928,3451826027,3455223759,64.787880,1087.444458,104.153078,72.206872,1424262070.224496,1424262070.351127,1.973594,1.178776,0.000644,0.000499,0.000145,1,0.126631,0.126631,0.126631
59.166.0.0,14268,149.171.126.0,6881,6,FIN,0.018628,1540,1644,31,29,4,4,620141.750000,666953.000000,16,18,8688,10136,1302246007,3455794471,96.250000,91.333336,74.321174,2.200533,1424262070.225462,1424262070.244090,1.219400,1.068588,0.000579,0.000459,0.000120,1,0.018628,0.018628,0.018628
59.166.0.0,34503,149.171.126.0,6881,6,FIN,0.018622,1540,1644,31,29,4,4,620341.562500,667167.875000,16,18,8688,10136,3451827607,3452139459,96.250000,91.333336,72.767469,2.112627,1424262070.226342,1424262070.244964,1.221133,1.067118,0.000598,0.000477,0.000121,1,0.018622,0.018622,0.018622
59.166.0.0,15859,149.171.126.0,6881,6,FIN,0.018628,1540,1644,31,29,4,4,620141.750000,666953.000000,16,18,8688,10136,3451828422,3452657508,96.250000,91.333336,73.030812,2.129439,1424262070.227236,1424262070.245864,1.221600,1.136688,0.000554,0.000436,0.000118,1,0.018628,0.018628,0.018628
59.166.0.0,16622,149.171.126.0,6881,6,FIN,0.018770,1540,1644,31,29,4,4,615450.187500,661907.312500,16,18,8688,10136,3451829164,3453143760,96.250000,91.333336,74.214320,2.089894,1424262070.228054,1424262070.246824,1.230733,1.145375,0.000557,0.000442,0.000115,1,0.018770,0.018770,0.018770
59.166.0.0,12746,149.171.126.0,6881,6,FIN,0.013922,1540,1644,31,29,4,4,829765.812500,892400.500000,16,18,8688,10136,3451825196,3453673043,96.250000,91.333336,63.098681,1.422014,1424262070.228927,1424262070.242849,0.907867,0.792000,0.000569,0.000456,0.000113,1,0.013922,0.013922,0.013922
59.166.0.9,38692,149.171.126.8,53,17,CON,0.000966,132,164,31,29,0,0,546583.812500,679089.000000,2,2,,,,,66.000000,82.000000,0.000000,0.000000,1424262070.323257,1424262070.324223,0.008000,0.008000,0.000000,0.000000,0.000000,1,0.000966,0.000966,0.000966
59.166.0.9,12588,149.171.126.9,80,6,FIN,0.019439,1044,824,31,29,2,2,376151.031250,305365.500000,8,10,5792,7240,1362242289,1365620847,130.500000,82.400002,155.283310,3.774602,1424262070.324396,1424262070.343835,2.727572,2.094778,0.000722,0.000584,0.000138,1,0.019439,0.019439,0.019439
59.166.0.9,35825,149.171.126.3,6881,6,FIN,0.160178,3860,117444,31,29,8,45,189489.187500,5811384.500000,58,108,65160,15928,3507630763,3526902282,66.551727,1087.444458,143.356904,99.553919,1424262070.343951,1424262070.504129,2.804667,1.492243,0.000608,0.000505,0.000103,1,0.160178,0.160178,0.160178
59.166.0.9,34531,149.171.126.3,6881,6,FIN,0.028745,1540,1644,31,29,4,4,401878.593750,432214.312500,16,18,8688,10136,1362245020,3530709786,96.250000,91.333336,111.368163,3.144258,1424262070.350294,1424262070.379039,1.895733,1.764125,0.000639,0.000511,0.000128,1,0.028745,0.028745,0.028745
