SrcAddr,Sport,DstAddr,Dport,Proto,State,Dur,SrcBytes,DstBytes,sTtl,dTtl,SrcLoss,DstLoss,SrcLoad,DstLoad,SrcPkts,DstPkts,SrcWin,DstWin,SrcTCPBase,DstTCPBase,sMeanPktSz,dMeanPktSz,SrcJitter,DstJitter,StartTime,LastTime,SIntPkt,DIntPkt,TcpRtt,SynAck,AckDat,Trans,Min,Max,Sum
59.166.0.9,59447,149.171.126.1,20328,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928995.348555,1421928995.348555,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.1,22670,149.171.126.3,22,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928995.443806,1421928995.443806,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.3,5585,149.171.126.7,80,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928995.467797,1421928995.467797,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.3,59361,149.171.126.3,53,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928995.543825,1421928995.543825,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.3,25451,149.171.126.2,143,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928995.545095,1421928995.545095,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.6,25650,149.171.126.1,5190,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928995.643804,1421928995.643804,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.0,27506,149.171.126.2,21390,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928995.743816,1421928995.743816,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.0,28994,149.171.126.5,54770,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928995.752833,1421928995.752833,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
175.45.176.0,41508,149.171.126.13,2000,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928995.775593,1421928995.775593,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.4,28653,149.171.126.9,53,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928995.843822,1421928995.843822,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.4,51812,149.171.126.7,80,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928995.845138,1421928995.845138,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.7,31036,149.171.126.0,53,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928995.943827,1421928995.943827,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.7,32715,149.171.126.5,80,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928995.945176,1421928995.945176,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.5,32542,149.171.126.3,111,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928996.043821,1421928996.043821,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.5,1184,149.171.126.3,28818,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928996.045649,1421928996.045649,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.5,2315,149.171.126.3,33774,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928996.048890,1421928996.048890,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.9,43530,149.171.126.8,53,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928996.143866,1421928996.143866,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.9,8677,149.171.126.8,21,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928996.145192,1421928996.145192,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.9,39522,149.171.126.8,32284,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928996.163436,1421928996.163436,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.3,48196,149.171.126.3,111,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928996.274858,1421928996.274858,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.9,10702,149.171.126.8,60046,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928996.318421,1421928996.318421,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.3,43519,149.171.126.3,2155,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928996.335826,1421928996.335826,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.8,42215,149.171.126.7,53,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928996.343836,1421928996.343836,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.8,44041,149.171.126.4,143,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928996.345086,1421928996.345086,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.3,42577,149.171.126.3,43316,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928996.399381,1421928996.399381,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.1,6484,149.171.126.9,42410,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928996.443818,1421928996.443818,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.1,44184,149.171.126.0,6102,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928996.452637,1421928996.452637,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.1,8204,149.171.126.2,5190,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928996.543816,1421928996.543816,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.4,38116,149.171.126.9,5190,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928996.643780,1421928996.643780,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.9,11646,149.171.126.8,53706,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928996.654422,1421928996.654422,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.7,12303,149.171.126.4,46056,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928996.743825,1421928996.743825,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
175.45.176.2,49099,149.171.126.17,80,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928996.771187,1421928996.771187,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.7,14173,149.171.126.6,11880,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928996.771913,1421928996.771913,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.4,12728,149.171.126.5,13957,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928996.843823,1421928996.843823,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.4,35721,149.171.126.4,12381,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928996.872869,1421928996.872869,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.3,15839,149.171.126.5,14007,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928996.943831,1421928996.943831,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.3,36851,149.171.126.1,15452,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928996.953936,1421928996.953936,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.8,36043,149.171.126.7,53,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928997.043842,1421928997.043842,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.8,64448,149.171.126.6,80,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928997.045111,1421928997.045111,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
10.40.85.1,,224.0.0.5,,89,INT,0.000000,64,0,1,,0,0,0.000000,0.000000,1,0,,,,,64.000000,0.000000,,,1421928997.050728,1421928997.050728,0.000000,,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000
10.40.182.1,,224.0.0.5,,89,INT,0.000000,64,0,1,,0,0,0.000000,0.000000,1,0,,,,,64.000000,0.000000,,,1421928997.050745,1421928997.050745,0.000000,,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000
59.166.0.5,25156,149.171.126.5,53,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928997.143828,1421928997.143828,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.5,57998,149.171.126.5,25,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928997.144983,1421928997.144983,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.4,60185,149.171.126.5,17215,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928997.243835,1421928997.243835,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.4,61926,149.171.126.6,59794,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928997.293263,1421928997.293263,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.5,23301,149.171.126.3,5190,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928997.343829,1421928997.343829,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.9,62111,149.171.126.8,53,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928997.443845,1421928997.443845,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.9,25896,149.171.126.6,80,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928997.445120,1421928997.445120,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.1,54487,149.171.126.4,5190,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928997.543831,1421928997.543831,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.9,28437,149.171.126.5,23761,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928997.643840,1421928997.643840,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.9,30177,149.171.126.9,28022,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928997.653133,1421928997.653133,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
175.45.176.2,20508,149.171.126.14,111,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928997.732883,1421928997.732883,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.5,50687,149.171.126.5,53,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928997.743861,1421928997.743861,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.5,33026,149.171.126.4,21,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928997.745163,1421928997.745163,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.5,47298,149.171.126.4,32284,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928997.749843,1421928997.749843,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.5,46105,149.171.126.4,60046,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928997.755423,1421928997.755423,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.5,47021,149.171.126.4,53706,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928997.761273,1421928997.761273,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.9,53325,149.171.126.1,22,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928997.843834,1421928997.843834,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.0,33225,149.171.126.5,53,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928997.943854,1421928997.943854,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.0,48075,149.171.126.0,80,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928997.945151,1421928997.945151,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.8,3172,149.171.126.4,111,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928998.043856,1421928998.043856,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.8,4823,149.171.126.4,51496,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928998.045620,1421928998.045620,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.8,5850,149.171.126.4,48623,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928998.048699,1421928998.048699,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.7,44792,149.171.126.1,53,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928998.143878,1421928998.143878,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.7,11621,149.171.126.3,143,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928998.145125,1421928998.145125,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.8,6693,149.171.126.6,22,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928998.243848,1421928998.243848,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.7,7987,149.171.126.2,43569,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928998.343849,1421928998.343849,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.7,39184,149.171.126.4,7582,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928998.351863,1421928998.351863,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.7,39238,149.171.126.9,53,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928998.443872,1421928998.443872,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.7,41060,149.171.126.9,143,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928998.445150,1421928998.445150,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.7,40470,149.171.126.5,53,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928998.543873,1421928998.543873,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.7,14741,149.171.126.0,21,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928998.545169,1421928998.545169,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.7,37180,149.171.126.0,32284,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928998.549909,1421928998.549909,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.7,16840,149.171.126.0,60046,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928998.555310,1421928998.555310,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.7,17732,149.171.126.0,53706,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928998.560975,1421928998.560975,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.1,15173,149.171.126.2,39005,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928998.743860,1421928998.743860,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.1,36186,149.171.126.8,34215,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928998.751917,1421928998.751917,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.2,16613,149.171.126.6,53,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928998.843865,1421928998.843865,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.2,64253,149.171.126.4,80,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928998.845162,1421928998.845162,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.0,41915,149.171.126.6,53,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928998.869896,1421928998.869896,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.0,35250,149.171.126.8,21,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928998.870953,1421928998.870953,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
175.45.176.1,48356,149.171.126.17,21,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928998.872771,1421928998.872771,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.4,63017,149.171.126.4,16546,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928998.943816,1421928998.943816,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.4,64584,149.171.126.5,18579,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928998.971837,1421928998.971837,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.0,34426,149.171.126.8,19732,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928998.988392,1421928998.988392,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.7,20799,149.171.126.6,111,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928999.043829,1421928999.043829,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.7,58376,149.171.126.6,1940,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928999.045545,1421928999.045545,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.7,61637,149.171.126.6,60212,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928999.048799,1421928999.048799,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.7,26765,149.171.126.5,53,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928999.143894,1421928999.143894,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.7,57069,149.171.126.9,25,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928999.145058,1421928999.145058,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.0,15934,149.171.126.8,46893,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928999.145324,1421928999.145324,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.4,62382,149.171.126.5,22,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928999.243863,1421928999.243863,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.5,56363,149.171.126.3,53,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928999.443878,1421928999.443878,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.5,52035,149.171.126.6,143,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928999.445211,1421928999.445211,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
175.45.176.1,31619,149.171.126.17,62793,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928999.448095,1421928999.448095,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.1,54842,149.171.126.6,53,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928999.484866,1421928999.484866,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.1,29073,149.171.126.5,21,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928999.486071,1421928999.486071,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.0,36351,149.171.126.8,34044,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928999.517514,1421928999.517514,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.9,28560,149.171.126.3,53,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928999.550855,1421928999.550855,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.9,30180,149.171.126.9,21,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928999.551904,1421928999.551904,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.1,29969,149.171.126.5,32284,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928999.641339,1421928999.641339,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.6,51195,149.171.126.6,22,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928999.643821,1421928999.643821,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.0,52463,149.171.126.4,53,17,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928999.743879,1421928999.743879,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
59.166.0.0,1976,149.171.126.8,80,6,INT,0.000000,,,,,0,0,0.000000,0.000000,,,,,,,0.000000,0.000000,,,1421928999.745149,1421928999.745149,0.000000,,0.000000,0.000000,0.000000,0,,,0.000000
