#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	sip
#open	2025-03-08-02-22-29
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	uri	date	request_from	request_to	response_from	response_to	reply_to	call_id	seq	subject	request_path	response_path	user_agent	status_code	status_msg	warning	request_body_len	response_body_len	content_type
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	string	string	string	string	string	string	vector[string]	vector[string]	string	count	string	string	count	count	string
1424258803.861105	CgM8ZaGKcjXbbTz68	175.45.176.3	44861	149.171.126.12	5060	0	BYE	sip:axJMwpA33gDXzfZ74qoCmeBYncDZVR@149.171.126.12	-	"GVkGzbEsop" <sip:SKZnygROmiz3Fr3@175.45.176.3>	"asjhhux7yenSM" <sip:axJMwpA33gDXzfZ74qoCmeBYncDZVR@149.171.126.12>	"GVkGzbEsop" <sip:SKZnygROmiz3Fr3@175.45.176.3>	"asjhhux7yenSM" <sip:axJMwpA33gDXzfZ74qoCmeBYncDZVR@149.171.126.12>	-	21531@175.45.176.3	1729710850 BYE	B9reKJgfsKHC	SIP/2.0/UDP 175.45.176.3,SIP/2.0/UDP 175.45.176.3	SIP/2.0/UDP 175.45.176.3	-	251	0984241 oqguIHvYfA3ybmq4WxA4eZL6eJ3vKp2985uKm	-	216	0	-
1424259541.087955	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	INVITE	WMBLohJ@149.171.126.17	-	"kJgChbXIcUPolr" <kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <WMBLohJ@149.171.126.17>	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	g43c8qDT2XxcFOFQ5QmqBy5vkFiI0E4k	3865046641 INVITE	-	SIP/2.0/UDP 175.45.176.3:22183,SIP/2.0/UDP 175.45.176.3:22183	SIP/2.0/UDP 175.45.176.3:22183;rport=22183	-	400	Session-Expires Invalid Syntax	-	115	204	application/sdp
1424259541.360434	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	-	-	-	-	-	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:22183;rport=22183	-	400	Session-Expires Invalid Syntax	-	-	204	application/sdp
1424259541.506653	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	INVITE	WMBLohJ@149.171.126.17	-	"kJgChbXIcUPolr" <kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <WMBLohJ@149.171.126.17>	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	g8Ne2OGOFmyetiuBVd495uRZvigVaVhy	2385942574 INVITE	-	SIP/2.0/UDP 175.45.176.3:22183,SIP/2.0/UDP 175.45.176.3:22183	SIP/2.0/UDP 175.45.176.3:22183;rport=22183;received=175.45.176.3	-	400	Session-Expires Invalid Syntax	-	115	204	application/sdp
1424259541.786725	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	-	-	-	-	-	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:22183;rport=22183;received=175.45.176.3	-	400	Session-Expires Invalid Syntax	-	-	204	application/sdp
1424259542.003482	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	INVITE	WMBLohJ@149.171.126.17	-	"kJgChbXIcUPolr" <kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <WMBLohJ@149.171.126.17>	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	4OqJQDQk6Oua8qTg0x5geSljlWV0e56J	3914621875 INVITE	-	SIP/2.0/UDP 175.45.176.3:22183,SIP/2.0/UDP 175.45.176.3:22183	SIP/2.0/UDP 175.45.176.3:22183;rport=22183;received=175.45.176.3	-	400	Session-Expires Invalid Syntax	-	115	204	application/sdp
1424259542.253895	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	-	-	-	-	-	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:22183;rport=22183;received=175.45.176.3	-	400	Session-Expires Invalid Syntax	-	-	204	application/sdp
1424259542.514117	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	INVITE	WMBLohJ@149.171.126.17	-	"kJgChbXIcUPolr" <kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <WMBLohJ@149.171.126.17>	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	boopClOTyINOqFWSXMMGut3vi0wyidHU	1496379679 INVITE	-	SIP/2.0/UDP 175.45.176.3:22183,SIP/2.0/UDP 175.45.176.3:22183	SIP/2.0/UDP 175.45.176.3:22183;rport=22183;received=175.45.176.3	-	400	Session-Expires Invalid Syntax	-	115	204	application/sdp
1424259542.704794	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	-	-	-	-	-	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:22183;rport=22183;received=175.45.176.3	-	400	Session-Expires Invalid Syntax	-	-	204	application/sdp
1424259542.862231	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	INVITE	WMBLohJ@149.171.126.17	-	"kJgChbXIcUPolr" <kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <WMBLohJ@149.171.126.17>	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	y4zg9Igw0AokFupsRcUb3iHQ1wIuTrEM	844157255 INVITE	-	SIP/2.0/UDP 175.45.176.3:22183,SIP/2.0/UDP 175.45.176.3:22183	SIP/2.0/UDP 175.45.176.3:22183;received=175.45.176.3;rport=22183	-	400	Session-Expires Invalid Syntax	-	115	204	application/sdp
1424259543.057583	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	-	-	-	-	-	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:22183;received=175.45.176.3;rport=22183	-	400	Session-Expires Invalid Syntax	-	-	204	application/sdp
1424259543.247697	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	INVITE	WMBLohJ@149.171.126.17	-	"kJgChbXIcUPolr" <kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <WMBLohJ@149.171.126.17>	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	ltfjjwtuI79kCIBjK5IQekbOzAUgRiGA	1991573720 INVITE	-	SIP/2.0/UDP 175.45.176.3:22183,SIP/2.0/UDP 175.45.176.3:22183	SIP/2.0/UDP 175.45.176.3:22183;received=175.45.176.3;rport=22183	-	400	Session-Expires Invalid Syntax	-	115	204	application/sdp
1424259543.788126	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	-	-	-	-	-	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:22183;received=175.45.176.3;rport=22183	-	400	Session-Expires Invalid Syntax	-	-	204	application/sdp
1424259543.926230	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	INVITE	WMBLohJ@149.171.126.17	-	"kJgChbXIcUPolr" <kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <WMBLohJ@149.171.126.17>	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	govFeFDZJ9btPFZFzMuGG0GG0E7LeO5o	3375614656 INVITE	-	SIP/2.0/UDP 175.45.176.3:22183,SIP/2.0/UDP 175.45.176.3:22183	SIP/2.0/UDP 175.45.176.3:22183;rport=22183	-	400	Session-Expires Invalid Syntax	-	115	204	application/sdp
1424259544.328191	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	-	-	-	-	-	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:22183;rport=22183	-	400	Session-Expires Invalid Syntax	-	-	204	application/sdp
1424259544.990275	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	INVITE	WMBLohJ@149.171.126.17	-	"kJgChbXIcUPolr" <kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <WMBLohJ@149.171.126.17>	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	VqYNVy1rDcCRnslBh2i7htL6zHMcmbZu	2268836830 INVITE	-	SIP/2.0/UDP 175.45.176.3:22183,SIP/2.0/UDP 175.45.176.3:22183	SIP/2.0/UDP 175.45.176.3:22183	-	400	Session-Expires Invalid Syntax	-	115	204	application/sdp
1424259545.250903	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	-	-	-	-	-	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:22183	-	400	Session-Expires Invalid Syntax	-	-	204	application/sdp
1424259546.190912	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	INVITE	WMBLohJ@149.171.126.17	-	"kJgChbXIcUPolr" <kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <WMBLohJ@149.171.126.17>	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	IjP3QzDHf5FPNbbRCFr77vdycnIhRRdD	1066823281 INVITE	-	SIP/2.0/UDP 175.45.176.3:22183,SIP/2.0/UDP 175.45.176.3:22183	SIP/2.0/UDP 175.45.176.3:22183;received=175.45.176.3	-	400	Session-Expires Invalid Syntax	-	115	204	application/sdp
1424259546.899708	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	-	-	-	-	-	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:22183;received=175.45.176.3	-	400	Session-Expires Invalid Syntax	-	-	204	application/sdp
1424259547.048611	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	INVITE	WMBLohJ@149.171.126.17	-	"kJgChbXIcUPolr" <kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <WMBLohJ@149.171.126.17>	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	kYKVgXrRp3rFG1vEdxOSqeR8aNINMtD2	787316880 INVITE	-	SIP/2.0/UDP 175.45.176.3:22183,SIP/2.0/UDP 175.45.176.3:22183	SIP/2.0/UDP 175.45.176.3:22183;rport=22183	-	400	Session-Expires Invalid Syntax	-	115	204	application/sdp
1424259547.389732	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	-	-	-	-	-	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:22183;rport=22183	-	400	Session-Expires Invalid Syntax	-	-	204	application/sdp
1424259547.564690	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	INVITE	WMBLohJ@149.171.126.17	-	"kJgChbXIcUPolr" <kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <WMBLohJ@149.171.126.17>	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	v3PIf49WxGBQ6aBNavlIKtXb8ZoCJcp7	2494423270 INVITE	-	SIP/2.0/UDP 175.45.176.3:22183,SIP/2.0/UDP 175.45.176.3:22183	SIP/2.0/UDP 175.45.176.3:22183;rport=22183	-	400	Session-Expires Invalid Syntax	-	115	204	application/sdp
1424259547.860810	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	-	-	-	-	-	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:22183;rport=22183	-	400	Session-Expires Invalid Syntax	-	-	204	application/sdp
1424259547.983581	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	INVITE	WMBLohJ@149.171.126.17	-	"kJgChbXIcUPolr" <kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <WMBLohJ@149.171.126.17>	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	K8nu62EqW2hJmkMeNo8BWwUlTvLxh0BR	565777403 INVITE	-	SIP/2.0/UDP 175.45.176.3:22183,SIP/2.0/UDP 175.45.176.3:22183	SIP/2.0/UDP 175.45.176.3:22183	-	400	Session-Expires Invalid Syntax	-	115	204	application/sdp
1424259548.119362	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	-	-	-	-	-	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:22183	-	400	Session-Expires Invalid Syntax	-	-	204	application/sdp
1424259548.266864	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	INVITE	WMBLohJ@149.171.126.17	-	"kJgChbXIcUPolr" <kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <WMBLohJ@149.171.126.17>	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	LAs4aiKI6IVv0sdWgbkeiLr1M8MVsCRV	558555916 INVITE	-	SIP/2.0/UDP 175.45.176.3:22183,SIP/2.0/UDP 175.45.176.3:22183	SIP/2.0/UDP 175.45.176.3:22183	-	400	Session-Expires Invalid Syntax	-	115	204	application/sdp
1424259548.360360	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	-	-	-	-	-	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:22183	-	400	Session-Expires Invalid Syntax	-	-	204	application/sdp
1424259548.945865	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	INVITE	WMBLohJ@149.171.126.17	-	"kJgChbXIcUPolr" <kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <WMBLohJ@149.171.126.17>	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	HKiPMJ8mhYSwSn2b4HvyjgKiRkQtTEh7	1982917687 INVITE	-	SIP/2.0/UDP 175.45.176.3:22183,SIP/2.0/UDP 175.45.176.3:22183	SIP/2.0/UDP 175.45.176.3:22183;received=175.45.176.3	-	400	Session-Expires Invalid Syntax	-	115	204	application/sdp
1424259549.078270	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	-	-	-	-	-	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:22183;received=175.45.176.3	-	400	Session-Expires Invalid Syntax	-	-	204	application/sdp
1424259549.162206	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	INVITE	WMBLohJ@149.171.126.17	-	"kJgChbXIcUPolr" <kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <WMBLohJ@149.171.126.17>	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	RnB61oH2bFRepGGslpM6A76qBiMftpJI	1617124793 INVITE	-	SIP/2.0/UDP 175.45.176.3:22183,SIP/2.0/UDP 175.45.176.3:22183	SIP/2.0/UDP 175.45.176.3:22183;received=175.45.176.3	-	400	Session-Expires Invalid Syntax	-	115	204	application/sdp
1424259549.304204	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	-	-	-	-	-	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:22183;received=175.45.176.3	-	400	Session-Expires Invalid Syntax	-	-	204	application/sdp
1424259549.516134	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	INVITE	WMBLohJ@149.171.126.17	-	"kJgChbXIcUPolr" <kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <WMBLohJ@149.171.126.17>	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	MucXaDSCLOoQNYhsGxDATCLYVXcZdg9s	2924056167 INVITE	-	SIP/2.0/UDP 175.45.176.3:22183,SIP/2.0/UDP 175.45.176.3:22183	SIP/2.0/UDP 175.45.176.3:22183	-	400	Session-Expires Invalid Syntax	-	115	204	application/sdp
1424259549.692140	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	-	-	-	-	-	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:22183	-	400	Session-Expires Invalid Syntax	-	-	204	application/sdp
1424259549.944531	C9R2Zd1wLqQxWa32I8	175.45.176.3	22183	149.171.126.17	5060	0	INVITE	WMBLohJ@149.171.126.17	-	"kJgChbXIcUPolr" <kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <WMBLohJ@149.171.126.17>	"kJgChbXIcUPolr" <sip:kJgChbXIcUPolr@175.45.176.3>	"WMBLohJ" <sip:WMBLohJ@149.171.126.17>	-	53N5enq13tT7ekK9k7qHePtgVnwcgWXJ	470337597 INVITE	-	SIP/2.0/UDP 175.45.176.3:22183,SIP/2.0/UDP 175.45.176.3:22183	SIP/2.0/UDP 175.45.176.3:22183	-	400	Session-Expires Invalid Syntax	-	115	204	application/sdp
