#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	smtp
#open	2025-03-08-01-42-31
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	helo	mailfrom	rcptto	date	from	to	cc	reply_to	msg_id	in_reply_to	subject	x_originating_ip	first_received	second_received	last_reply	path	user_agent	tls	fuids
#types	time	string	addr	port	addr	port	count	string	string	set[string]	string	string	set[string]	set[string]	string	string	string	string	addr	string	string	string	vector[addr]	string	bool	vector[string]
1424219010.639655	CSEKIO3EUX5lnLaA97	175.45.176.0	40755	149.171.126.18	25	1	VMkjWvlPXbFrQwDOIEPRnoAicnRvidEmD	JTU9WYOcE@VMkjWvlPXbFrQwDOIEPRnoAicnRvidEmD.net	ptWh1wrBGlI00dqMl43Uq7WMxCIjM@yNJzEwGGFytcStteEyKvuzZdVUre.edu	Tue, 17 Feb 2015 09:24:08 +1100	kAGrBh5mI6AsyfSxIiJEt0ya@VMkjWvlPXbFrQwDOIEPRnoAicnRvidEmD.net	dAFF1MtoqlEcAZUdr95ylG@yNJzEwGGFytcStteEyKvuzZdVUre.us	-	-	<jqaRxgHCPtEZiY48T0XoOwpIdMK8jZNcmce3FHlTBirb4>	-	pT4kliWw9rdPlOxA1ugTTvQ9QfqBJzFcIvxjfKj6vkGxJ	-	-	-	250 2.6.0 <MAILZxoOMlcNafN99JQPdrMPL0vS@yNJzEwGGFytcStteEyKvuzZdVUre> Queued mail for delivery	149.171.126.18,175.45.176.0	-	F	FprpXc2OJm148pLHke,F5Y02Q3iIxPr3PMxKf
1424219888.835679	Cg2cmx1cDAek0o4pZ1	59.166.0.9	29033	149.171.126.2	25	1	client-3ba60000.example.int	sender@example.com	recipient@example.com	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	FbY9DQxKN0ph0Tf2,FXeGGe4uWRng6OdEWa
1424219888.860143	Cug68d4eBvVnJo7TAc	59.166.0.8	65046	149.171.126.8	25	1	client-3ba60000.example.int	sender@example.com	recipient@example.com	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	FoBXsD4t8tFgyAG8Jf,FQJ4qm2pVZXCtMvWKd
1424219888.867627	CW6pES2gTyVmxppIE2	59.166.0.8	39787	149.171.126.9	25	1	client-3ba60000.example.int	sender@example.com	recipient@example.com	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	FQh3Jv3tKMGeOYkOk2,FSU87x1jqQDeC60Yxa
1424219888.861105	CBPJou1bGrZVcKPBv8	59.166.0.4	11266	149.171.126.1	25	1	client-3ba60000.example.int	sender@example.com	recipient@example.com	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.1,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	FZuX0n4LXpmoo5aMv4,FnPFbqpJ9nRW166mi
1424219889.223836	CQHrjpdUfGr7oorzi	59.166.0.6	27204	149.171.126.9	25	1	client-3ba60000.example.int	sender@example.com	recipient@example.com	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.6	Microsoft Outlook Express 6.00.2800.1158	F	FYHYOe3ZFBKrtsLagk,FkoRqe3V14genQ4qTc
1424219887.623451	CCtsKb1CRD7H4T5Th7	175.45.176.2	30357	149.171.126.16	25	1	uSNzfvwmcAfIPhbrsFRCiRahQvgpIgXzKh	F@wDkgv.com	(empty)	-	<><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><>(\xf8)4\xbe\xff\xbf	-	-	-	-	-	AAAAAAAAAAA8\xbe\xff\xbf\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8P\xbe\xff\xbf\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\xa0\xbe\xff\xbf\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xac\xbe\xff\xbf\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xeb\x02\xeb\x08\xe8\xf9\xff\xff\xff\xcd\x7f\xc3_\xffG\x011\xc0Pj\x01j\x02TY\xb0f1\xdbC\xff\xd7\xba\xf5\xf5\xf5\xb6\xb9\xff\xff\xff\xff1\xcaR\xba\xfd\xff\xf6#\xb9\xff\xff\xff\xfe1\xcaRT^j\x10VPP^TY\xb0fj\x03[\xff\xd7V[1\xc9\xb1\x031\xc0\xb0?I\xff\xd7A\xe2\xf61\xc0Ph//shh/binT[PSTY1\xd2\xb0\x0b\xff\xd7	-	-	-	354 Enter mail, end with "." on a line by itself	149.171.126.16,175.45.176.2	-	F	(empty)
1424219888.867756	CLdxNB2ghsUz6U9xI2	59.166.0.0	55547	149.171.126.9	25	1	client-3ba60006.example.int	sender@example.com	recipient@example.com	Tue Feb 17 00:33:05 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Tue Apr 22 07:41:52 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.0	Microsoft Outlook Express 6.00.2800.1158	F	FnQiux4kBzoeuDj6t2,FLZ6GE1mOrVmXn9yCj
1424219888.860071	CRIAe337S8P3oHv45	59.166.0.9	30765	149.171.126.5	25	1	client-3ba60000.example.int	sender@example.com	recipient@example.com	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.5,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	FZSzJj4GcrebMTy1H4,F44hkAQfkKwdvrGpc
1424219889.100028	CJ0HHq6Bhqu1L9Sa8	59.166.0.3	52898	149.171.126.8	25	1	client-3ba60000.example.int	sender@example.com	recipient@example.com	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.3	Microsoft Outlook Express 6.00.2800.1158	F	F8lzYJ1JYZtyR5lHAi,FmKmRq1AxTFGAP8p08
1424219888.864708	CXlxLH1FQAyAGcBjxi	59.166.0.2	13400	149.171.126.0	25	1	client-3ba60000.example.int	sender@example.com	recipient@example.com	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.0,59.166.0.2	Microsoft Outlook Express 6.00.2800.1158	F	FEOa8s36skXJLdSVW2,FKsKnb3h1IaO2ZTcnb
1424219888.867544	CaW8ut35n6smvjxJub	59.166.0.7	1744	149.171.126.8	25	1	client-3ba60006.example.int	sender@example.com	recipient@example.com	Tue Feb 17 00:33:05 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Tue Apr 22 07:41:52 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.7	Microsoft Outlook Express 6.00.2800.1158	F	FcA4BWYljCCeTgLo1,FGv6Ym2mlSFjzb4vC2
1424219892.781850	CCICqm3n2iGPizvcr8	59.166.0.9	20733	149.171.126.7	25	1	client-3ba60000.example.int	sender@example.com	recipient@example.com	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.7,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	FmYgH03PBnrtyyrMDf,FX7h5t1eHq66AmI2Sg
1424219889.119825	CpecZQNlAeJblwo83	59.166.0.8	18285	149.171.126.0	25	1	client-3ba60000.example.int	sender@example.com	recipient@example.com	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.0,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	Fo27J2uxY4mNZ83W3,FTIAKu1a7bYvod1wXg
1424219889.230043	CS9Sl93IrVAvcQpZ4d	59.166.0.2	17774	149.171.126.9	25	1	client-3ba60000.example.int	sender@example.com	recipient@example.com	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.2	Microsoft Outlook Express 6.00.2800.1158	F	FJzJ3I3k3cMyjyF2Ya,FA9UZA1dQGznrVdjNl
1424219896.728477	ChBtzD1HWQkRl39dV	59.166.0.4	1154	149.171.126.9	25	1	client-3ba60000.example.int	sender@example.com	recipient@example.com	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	FRnm2m4Ado5tD7Zl5i,FRtzfj2R61eBaW9Rak
1424219897.130062	CnzDgzXY6Dt8EdBlk	59.166.0.7	44212	149.171.126.3	25	1	client-3ba60000.example.int	sender@example.com	recipient@example.com	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.3,59.166.0.7	Microsoft Outlook Express 6.00.2800.1158	F	F8fnND4v79ryWiuPkk,F1B2ZY2Ytc0bFS7s44
1424219898.228121	CaozWF3XRbR2GeklZ8	59.166.0.1	57456	149.171.126.4	25	1	client-3ba60006.example.int	sender@example.com	recipient@example.com	Tue Feb 17 00:33:05 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Tue Apr 22 07:41:52 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.4,59.166.0.1	Microsoft Outlook Express 6.00.2800.1158	F	F23VZy4KhBQGv9388,FqyFhy1rruwvJ8NxJ9
1424219899.428133	CMkEOIiNA9lG4mr6f	59.166.0.4	37535	149.171.126.6	25	1	client-3ba60006.example.int	sender@example.com	recipient@example.com	Tue Feb 17 00:33:05 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Tue Apr 22 07:41:52 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.6,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	FSkt9j3vZmtb3dxio5,F3V7A98PSQOaW0EJi
1424219899.285494	CAOIox1VWV922fuBz9	175.45.176.0	21014	149.171.126.15	25	1	XtZV	HTZovu1y68Zg0DpPbxnTV6uWQBbBuPq5@XtZV.net	cHDyXeuO1A6UXs3uZ3im8@iglCfRydJkMvtGyLBzGmZeJHVgdwfeKkt.com	Tue, 17 Feb 2015 09:38:57 +1100	GqOmRkajcxD0BrC9y@XtZV.edu	tdjDwx0D3L1mUP4nPqYTgnC02XUwMqy@iglCfRydJkMvtGyLBzGmZeJHVgdwfeKkt.com	-	-	<wc0JQ26jDmPWGjJ1eJuOYUt0hWA5KlF3GtGGFFJtIho1aF3S3msgspGW>	-	fJoRNMjqrxdk7fMWma8wR6ymQg2OimVuiY	-	-	-	250 2.6.0 <MAILV4TkcBxINfHBczfYXr0632oN@iglCfRydJkMvtGyLBzGmZeJHVgdwfeKkt> Queued mail for delivery	149.171.126.15,175.45.176.0	-	F	Fs1VMt2zjKXjcG0fjg
1424219900.928158	Ckr5GI37GC7HHiucTa	59.166.0.1	15322	149.171.126.6	25	1	client-3ba60006.example.int	sender@example.com	recipient@example.com	Tue Feb 17 00:33:05 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Tue Apr 22 07:41:52 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.6,59.166.0.1	Microsoft Outlook Express 6.00.2800.1158	F	FhqdfM2Ed6wEDpjUph,FCFsk3413Sv8N7R4hh
1424219901.031955	Cgu31o1KSXpIboIwl8	59.166.0.1	40010	149.171.126.6	25	1	client-3ba60000.example.int	sender@example.com	recipient@example.com	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.6,59.166.0.1	Microsoft Outlook Express 6.00.2800.1158	F	FMoXnp1AA80eoxDcL5,FTYGa9T21KdIa5nMa
1424219902.028242	C1IDua4WOKXpKSci41	59.166.0.3	30717	149.171.126.8	25	1	client-3ba60000.example.int	sender@example.com	recipient@example.com	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.3	Microsoft Outlook Express 6.00.2800.1158	F	FEoFXv4hkdpSSHyoS1,FmsLdK2VVzMPLqWfKj
1424219903.828338	C1Mvet4uveyDQCSnNg	59.166.0.1	3402	149.171.126.4	25	1	client-3ba60006.example.int	sender@example.com	recipient@example.com	Tue Feb 17 00:33:05 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Tue Apr 22 07:41:52 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.4,59.166.0.1	Microsoft Outlook Express 6.00.2800.1158	F	F4NMCT2vc8AqLUz2pk,FP5dD4bNqM3eSNqPh
1424219904.528337	CH1k9D2KOtFtDgwEy9	59.166.0.4	9968	149.171.126.9	25	1	client-3ba60006.example.int	sender@example.com	recipient@example.com	Tue Feb 17 00:33:05 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Tue Apr 22 07:41:52 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	FndBLb3JgiGaHIz16l,FBNDeE1A0zuazkUsj4
