SrcAddr,Sport,DstAddr,Dport,Proto,State,Dur,SrcBytes,DstBytes,sTtl,dTtl,SrcLoss,DstLoss,SrcLoad,DstLoad,SrcPkts,DstPkts,SrcWin,DstWin,SrcTCPBase,DstTCPBase,sMeanPktSz,dMeanPktSz,SrcJitter,DstJitter,StartTime,LastTime,SIntPkt,DIntPkt,TcpRtt,SynAck,AckDat,Trans,Min,Max,Sum
59.166.0.7,40428,149.171.126.2,53,17,CON,0.001010,130,162,31,29,0,0,514851.468750,641584.125000,2,2,,,,,65.000000,81.000000,0.000000,0.000000,1421972120.548799,1421972120.549809,0.004000,0.007000,0.000000,0.000000,0.000000,1,0.001010,0.001010,0.001010
59.166.0.7,14493,149.171.126.4,21,6,FIN,0.829919,2934,3740,31,29,11,15,27742.466797,35386.585938,52,54,24616,20272,3373052487,1228646630,56.423077,69.259262,1424.349123,52.675348,1421972120.550009,1421972121.379928,16.248862,15.648849,0.000659,0.000526,0.000133,1,0.829919,0.829919,0.829919
59.166.0.7,15552,149.171.126.4,14671,6,FIN,0.038532,320,1880,31,29,1,2,55434.445312,341534.312500,6,8,5792,5792,3373053842,1234797790,53.333332,235.000000,531.156216,12.964367,1421972120.560286,1421972120.598818,7.640400,5.435143,0.000626,0.000483,0.000143,1,0.038532,0.038532,0.038532
59.166.0.0,14475,149.171.126.9,53,17,CON,0.000944,146,178,31,29,0,0,618644.062500,754237.250000,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1421972120.648814,1421972120.649758,0.001000,0.003000,0.000000,0.000000,0.000000,1,0.000944,0.000944,0.000944
59.166.0.0,16168,149.171.126.5,25,6,FIN,0.345948,37318,3380,31,29,18,8,846393.062500,76312.046875,52,42,14480,30408,3437246746,3438140209,717.653870,80.476189,646.939638,21.901090,1421972120.649908,1421972120.995856,6.776451,8.412439,0.001175,0.001034,0.000141,1,0.345948,0.345948,0.345948
59.166.0.7,16618,149.171.126.4,51876,6,FIN,0.224070,424,8824,31,29,1,4,13245.860352,288802.593750,8,12,8688,5792,1227668429,1322716181,53.000000,735.333313,2129.848827,1683.658947,1421972120.706784,1421972120.930854,31.961000,20.318908,0.000707,0.000555,0.000152,1,0.224070,0.224070,0.224070
59.166.0.4,32160,149.171.126.7,80,6,FIN,0.018310,690,1272,31,29,0,1,226324.421875,486291.656250,4,8,10136,8688,2717251646,603608387,172.500000,159.000000,8.436962,5.683818,1421972120.738851,1421972120.757161,5.971333,2.477000,0.000000,0.000000,0.000000,1,0.018310,0.018310,0.018310
59.166.0.1,16179,149.171.126.1,53,17,CON,0.001070,146,178,31,29,0,0,545794.375000,665420.562500,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1421972120.786812,1421972120.787882,0.007000,0.002000,0.000000,0.000000,0.000000,1,0.001070,0.001070,0.001070
59.166.0.1,17907,149.171.126.6,80,6,FIN,1.161086,1684,10168,31,29,3,5,10776.118164,66172.531250,14,18,10136,8688,1347665790,3516884696,120.285713,564.888916,8839.905969,7739.757975,1421972120.788118,1421972121.949204,89.282156,68.267062,0.000678,0.000543,0.000135,1,1.161086,1.161086,1.161086
59.166.0.3,3772,149.171.126.0,6881,6,FIN,0.631055,12018,546780,31,29,16,193,151669.828125,6915289.500000,220,424,65160,34752,747670256,2902396386,54.627274,1289.575439,5.033668,97.158320,1421972120.811038,1421972121.442093,2.906572,1.490936,0.000000,0.000000,0.000000,1,0.631055,0.631055,0.631055
10.40.85.1,,224.0.0.5,,89,INT,0.000000,64,0,1,,0,0,0.000000,0.000000,1,0,,,,,64.000000,0.000000,5.033668,97.158320,1421972120.892543,1421972120.892543,2.906572,1.490936,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000
10.40.182.1,,224.0.0.5,,89,INT,0.000000,64,0,1,,0,0,0.000000,0.000000,1,0,,,,,64.000000,0.000000,5.033668,97.158320,1421972120.892557,1421972120.892557,2.906572,1.490936,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000
59.166.0.7,35964,149.171.126.3,53,17,CON,0.001112,146,178,31,29,0,0,525179.875000,640287.812500,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1421972120.893821,1421972120.894933,0.006000,0.007000,0.000000,0.000000,0.000000,1,0.001112,0.001112,0.001112
59.166.0.7,64206,149.171.126.3,25,6,FIN,0.597726,37320,3380,31,29,18,8,489896.718750,44167.394531,52,42,14480,30408,3553050895,1435733420,717.692322,80.476189,850.435036,31.418520,1421972120.895140,1421972121.492866,11.712451,14.565195,0.000696,0.000549,0.000147,1,0.597726,0.597726,0.597726
59.166.0.7,18981,149.171.126.6,111,17,CON,0.004911,568,320,31,29,0,0,693952.375000,390959.093750,4,4,,,,,142.000000,80.000000,1.794873,1.642846,1421972120.948829,1421972120.953740,1.274667,1.167667,0.000000,0.000000,0.000000,1,0.004911,0.004911,0.004911
59.166.0.7,20501,149.171.126.6,64155,17,CON,0.001700,512,304,31,29,0,0,1807058.750000,1072941.125000,4,4,,,,,128.000000,76.000000,0.615183,0.297694,1421972120.950782,1421972120.952482,0.440000,0.217000,0.000000,0.000000,0.000000,1,0.001700,0.001700,0.001700
59.166.0.7,21595,149.171.126.6,1867,6,FIN,0.030912,3680,2560,31,29,7,7,899585.875000,629399.562500,18,20,13032,14480,3613052671,3616412593,204.444443,128.000000,203.941495,5.699334,1421972120.953943,1421972120.984855,1.787235,1.596526,0.000715,0.000573,0.000142,1,0.030912,0.030912,0.030912
59.166.0.3,56698,149.171.126.2,80,6,FIN,0.018237,690,1272,31,29,0,1,227230.359375,488238.187500,4,8,10136,8688,2773052448,698263018,172.500000,159.000000,8.420699,5.727841,1421972121.004811,1421972121.023048,5.962333,2.470428,0.000000,0.000000,0.000000,1,0.018237,0.018237,0.018237
59.166.0.7,63560,149.171.126.4,1033,6,FIN,0.232989,8928,320,31,29,4,1,284682.968750,9167.814453,14,6,5792,8688,1227669277,3673661477,637.714294,53.333332,1630.916984,70.124797,1421972121.042414,1421972121.275403,17.922230,46.469398,0.000647,0.000512,0.000135,1,0.232989,0.232989,0.232989
59.166.0.3,64726,149.171.126.5,21431,6,FIN,0.061709,3598,46456,31,29,7,24,458798.531250,5925489.000000,60,62,37648,14480,3677242293,1527940091,59.966667,749.290344,67.283422,65.775002,1421972121.048822,1421972121.110531,1.039644,1.002902,0.000660,0.000521,0.000139,1,0.061709,0.061709,0.061709
59.166.0.3,60172,149.171.126.5,20218,6,FIN,0.147246,5278,90266,31,29,7,39,283661.343750,4850929.500000,92,92,59368,14480,1527664871,3712653917,57.369564,981.152161,-nan,3.423208,1421972121.110658,1421972121.257904,1.602934,1.570220,0.004539,0.004352,0.000187,1,0.147246,0.147246,0.147246
59.166.0.5,59554,149.171.126.7,59986,6,FIN,0.059780,3702,46456,31,29,7,24,487520.906250,6116694.500000,62,62,37648,14480,1587660810,3733927397,59.709679,749.290344,68.499876,1.945473,1421972121.149790,1421972121.209570,0.973361,0.986267,0.000751,0.000597,0.000154,1,0.059780,0.059780,0.059780
59.166.0.0,2413,149.171.126.4,80,6,FIN,0.002316,690,1272,31,29,0,1,1789291.875000,3844559.750000,4,8,10136,8688,867664981,3038637346,172.500000,159.000000,0.923953,0.194204,1421972121.150778,1421972121.153094,0.657333,0.170429,0.000000,0.000000,0.000000,1,0.002316,0.002316,0.002316
59.166.0.5,59120,149.171.126.8,65287,6,FIN,0.119050,5174,90266,31,29,7,39,343855.500000,5999832.000000,90,92,59368,14480,3733050573,3774447139,57.488888,981.152161,116.146575,121.340702,1421972121.209693,1421972121.328743,1.334303,1.293462,0.008093,0.001341,0.006752,1,0.119050,0.119050,0.119050
59.166.0.0,60935,149.171.126.3,111,17,CON,0.014378,568,320,31,29,0,0,237028.796875,133537.343750,4,4,,,,,142.000000,80.000000,4.658184,6.067448,1421972121.248806,1421972121.263184,3.296333,4.293333,0.000000,0.000000,0.000000,1,0.014378,0.014378,0.014378
59.166.0.0,56259,149.171.126.3,58942,17,CON,0.008008,512,304,31,29,0,0,383616.375000,227772.218750,4,4,,,,,128.000000,76.000000,3.601059,0.272239,1421972121.250519,1421972121.258527,2.551333,0.196000,0.000000,0.000000,0.000000,1,0.008008,0.008008,0.008008
59.166.0.0,55195,149.171.126.3,56079,6,FIN,0.168014,3888,2664,31,29,7,7,176747.171875,121085.140625,22,22,13032,14480,3793053255,1656920381,176.727280,121.090912,611.912895,17.516338,1421972121.263803,1421972121.431817,7.985571,7.946238,0.001261,0.001136,0.000125,1,0.168014,0.168014,0.168014
59.166.0.0,26185,149.171.126.6,22,6,FIN,0.028266,9504,12298,31,29,26,31,2664968.500000,3450364.500000,108,114,49232,41992,3857242837,3857516515,88.000000,107.877190,16.331285,16.060784,1421972121.348798,1421972121.377064,0.261047,0.241679,0.001364,0.001188,0.000176,1,0.028266,0.028266,0.028266
59.166.0.3,59197,149.171.126.3,80,6,FIN,4.101789,9568,560160,31,29,0,188,1089688.375000,18559.707031,184,386,65160,7240,3588019621,1450368076,52.000000,1451.191650,142.218500,3224.203327,1421972121.417978,1421972125.519767,19.888721,10.653997,0.000000,0.000000,0.000000,1,4.101789,4.101789,4.101789
59.166.0.3,4729,149.171.126.0,6881,6,FIN,0.624766,12018,540780,31,29,16,190,153196.562500,6908097.000000,220,420,65160,34752,2897251980,2898706934,54.627274,1287.571411,4.253081,91.333016,1421972121.442222,1421972122.066988,2.851379,1.490115,0.000000,0.000000,0.000000,1,0.624766,0.624766,0.624766
59.166.0.1,52966,149.171.126.4,111,17,CON,0.087263,568,320,31,29,0,0,39054.351562,22002.451172,4,4,,,,,142.000000,80.000000,33.920855,33.927219,1421972121.467861,1421972121.555124,23.994666,23.991666,0.000000,0.000000,0.000000,1,0.087263,0.087263,0.087263
59.166.0.1,49369,149.171.126.4,27384,17,CON,0.035171,512,304,31,29,0,0,87344.687500,51860.910156,4,4,,,,,128.000000,76.000000,9.430212,10.376557,1421972121.492824,1421972121.527995,6.671667,7.345333,0.000000,0.000000,0.000000,1,0.035171,0.035171,0.035171
59.166.0.4,29970,149.171.126.4,5190,6,FIN,0.008048,1920,4312,31,29,6,6,1822067.625000,4108350.000000,22,24,11584,13032,3973048431,1827925921,87.272728,179.666672,22.779913,20.911346,1421972121.548814,1421972121.556862,0.365714,0.327000,0.000676,0.000520,0.000156,1,0.008048,0.008048,0.008048
59.166.0.1,4663,149.171.126.4,49193,6,FIN,0.369181,4200,3080,31,29,7,7,87761.828125,64532.031250,28,30,13032,14480,1767672940,3977220222,150.000000,102.666664,716.680294,17.548463,1421972121.555376,1421972121.924557,13.659704,12.714000,0.000605,0.000472,0.000133,1,0.369181,0.369181,0.369181
59.166.0.4,50724,149.171.126.5,5190,6,FIN,0.016695,1920,4312,31,29,6,6,878346.812500,1980473.125000,22,24,11584,13032,4037242445,4037525866,87.272728,179.666672,70.563871,73.459425,1421972121.648824,1421972121.665519,0.778333,0.702043,0.000936,0.000538,0.000398,1,0.016695,0.016695,0.016695
59.166.0.7,1207,149.171.126.7,22,6,FIN,1.222843,9400,12298,31,29,26,31,60920.328125,79755.125000,106,114,47784,41992,1947662295,4097522936,88.679245,107.877190,714.476199,690.734124,1421972121.748821,1421972122.971664,11.642638,10.816743,0.000670,0.000544,0.000126,1,1.222843,1.222843,1.222843
59.166.0.6,3151,149.171.126.6,53,17,CON,0.001129,146,178,31,29,0,0,517271.937500,630646.625000,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1421972121.848850,1421972121.849979,0.010000,0.009000,0.000000,0.000000,0.000000,1,0.001129,0.001129,0.001129
59.166.0.6,4734,149.171.126.8,25,6,FIN,0.170747,37320,3380,31,29,18,8,1714958.375000,154614.718750,52,42,14480,30408,2007665692,2008779624,717.692322,80.476189,396.778654,13.551455,1421972121.850258,1421972122.021005,3.340412,4.151073,0.000757,0.000548,0.000209,1,0.170747,0.170747,0.170747
59.166.0.2,4733,149.171.126.9,4457,6,FIN,0.035020,3598,46456,31,29,7,24,808452.312500,10441347.000000,60,62,37648,11584,4213048713,4217501668,59.966667,749.290344,37.663706,37.302416,1421972121.948790,1421972121.983810,0.588220,0.574583,0.000684,0.000544,0.000140,1,0.035020,0.035020,0.035020
59.166.0.2,42295,149.171.126.7,4343,6,FIN,0.113924,5174,90266,31,29,7,39,359327.281250,6269794.000000,90,92,59368,14480,2067665500,2089033977,57.488888,981.152161,-nan,77.619600,1421972121.983949,1421972122.097873,1.276292,1.240934,0.001161,0.000996,0.000165,1,0.113924,0.113924,0.113924
59.166.0.7,5236,149.171.126.0,22,6,FIN,1.183968,9400,12298,31,29,26,31,62920.621094,82373.851562,106,114,47784,41992,2127661498,2127931853,88.679245,107.877190,607.738857,587.379414,1421972122.048831,1421972123.232799,11.272866,10.472991,0.000641,0.000509,0.000132,1,1.183968,1.183968,1.183968
59.166.0.3,33007,149.171.126.0,6881,6,FIN,0.592602,12122,546780,31,29,16,193,162915.406250,7364011.500000,222,424,65160,34752,2897247455,2899227027,54.603603,1289.575439,3.798444,85.838678,1421972122.067117,1421972122.659719,2.704603,1.400078,0.000000,0.000000,0.000000,1,0.592602,0.592602,0.592602
59.166.0.2,8061,149.171.126.2,42110,6,FIN,0.059014,3702,46456,31,29,7,24,493848.906250,6196089.000000,62,62,37648,14480,40178275,2185847731,59.709679,749.290344,64.771719,1.834720,1421972122.148839,1421972122.207853,0.961557,0.958541,0.000660,0.000533,0.000127,1,0.059014,0.059014,0.059014
59.166.0.2,9653,149.171.126.4,45550,6,FIN,0.178862,5174,90266,31,29,7,39,228869.171875,3993469.750000,90,92,59368,14480,2185568101,75949300,57.488888,981.152161,-nan,103.739213,1421972122.207983,1421972122.386845,2.006056,1.959330,0.000699,0.000560,0.000139,1,0.178862,0.178862,0.178862
59.166.0.4,45039,149.171.126.9,5190,6,FIN,0.008336,1920,4416,31,29,6,6,1759117.000000,4075815.750000,22,26,11584,13032,100177782,2245827763,87.272728,169.846161,22.223391,18.468562,1421972122.248831,1421972122.257167,0.378905,0.312720,0.000946,0.000517,0.000429,1,0.008336,0.008336,0.008336
59.166.0.4,10900,149.171.126.2,111,17,CON,0.007359,568,320,31,29,0,0,463106.406250,260905.015625,4,4,,,,,142.000000,80.000000,1.747262,2.742398,1421972122.348852,1421972122.356211,1.244000,1.945667,0.000000,0.000000,0.000000,1,0.007359,0.007359,0.007359
59.166.0.4,12291,149.171.126.2,39151,17,CON,0.001752,512,304,31,29,0,0,1753424.750000,1041095.937500,4,4,,,,,128.000000,76.000000,0.646296,0.294399,1421972122.350639,1421972122.352391,0.461000,0.213667,0.000000,0.000000,0.000000,1,0.001752,0.001752,0.001752
59.166.0.4,40868,149.171.126.2,12089,6,FIN,0.006578,3680,2456,31,29,7,7,4227425.000000,2821526.500000,18,18,13032,14480,2309762644,164951593,204.444443,136.444443,15.189943,0.478980,1421972122.356359,1421972122.362937,0.307882,0.357118,0.000649,0.000503,0.000146,1,0.006578,0.006578,0.006578
59.166.0.5,17815,149.171.126.9,53,17,CON,0.001085,146,178,31,29,0,0,538248.875000,656221.187500,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1421972122.448844,1421972122.449929,0.007000,0.008000,0.000000,0.000000,0.000000,1,0.001085,0.001085,0.001085
59.166.0.5,20798,149.171.126.4,80,6,FIN,1.010977,1580,10168,31,29,3,5,11466.135742,75997.773438,12,18,8688,8688,2369768118,2366634036,131.666672,564.888916,9530.083964,7674.858821,1421972122.450149,1421972123.461126,91.874547,59.435648,0.000702,0.000568,0.000134,1,1.010977,1.010977,1.010977
59.166.0.0,15559,149.171.126.8,53,17,CON,0.000917,130,162,31,29,0,0,567066.500000,706652.125000,2,2,,,,,65.000000,81.000000,0.000000,0.000000,1421972122.548802,1421972122.549719,0.001000,0.006000,0.000000,0.000000,0.000000,1,0.000917,0.000917,0.000917
59.166.0.0,17308,149.171.126.7,21,6,FIN,0.033986,2934,3740,31,29,11,15,677455.437500,864120.562500,52,54,24616,20272,2425568648,2430619620,56.423077,69.259262,54.847771,1.466541,1421972122.549867,1421972122.583853,0.658118,0.632283,0.000608,0.000471,0.000137,1,0.033986,0.033986,0.033986
59.166.0.0,18337,149.171.126.7,14671,6,FIN,0.003325,320,1880,31,29,1,2,642406.000000,3957894.750000,6,8,5792,5792,2425569838,283807630,53.333332,235.000000,34.567823,0.686667,1421972122.554472,1421972122.557797,0.600000,0.405000,0.000616,0.000484,0.000132,1,0.003325,0.003325,0.003325
59.166.0.0,63266,149.171.126.7,51876,6,FIN,0.008416,424,8824,31,29,1,4,352661.593750,7689163.500000,8,12,8688,5792,280184319,287896565,53.000000,735.333313,82.940314,40.991715,1421972122.561299,1421972122.569715,1.156143,0.721545,0.000597,0.000475,0.000122,1,0.008416,0.008416,0.008416
59.166.0.0,1877,149.171.126.7,1033,6,FIN,0.009788,8928,320,31,29,4,1,6776461.000000,218226.406250,14,6,5792,8688,2425571894,2443836354,637.714294,53.333332,44.732528,3.366480,1421972122.571925,1421972122.581713,0.752923,1.842200,0.000585,0.000449,0.000136,1,0.009788,0.009788,0.009788
59.166.0.8,16446,149.171.126.9,111,17,CON,0.004843,568,320,31,29,0,0,703696.062500,396448.500000,4,4,,,,,142.000000,80.000000,1.772952,1.555871,1421972122.648838,1421972122.653681,1.255667,1.109667,0.000000,0.000000,0.000000,1,0.004843,0.004843,0.004843
59.166.0.8,17804,149.171.126.9,40705,17,CON,0.001805,512,304,31,29,0,0,1701939.000000,1010526.312500,4,4,,,,,128.000000,76.000000,0.640404,0.322678,1421972122.650651,1421972122.652456,0.458333,0.235667,0.000000,0.000000,0.000000,1,0.001805,0.001805,0.001805
59.166.0.8,19038,149.171.126.9,63706,6,FIN,0.119962,3784,2664,31,29,7,7,239742.593750,169587.031250,20,22,13032,14480,340182273,343443394,189.199997,121.090912,574.094908,16.138246,1421972122.653872,1421972122.773834,6.295263,5.689571,0.000599,0.000477,0.000122,1,0.119962,0.119962,0.119962
59.166.0.3,47187,149.171.126.0,6881,6,FIN,0.503347,9282,433318,31,29,12,152,146666.218750,6866373.000000,170,334,65160,53576,747667867,2901040702,54.599998,1297.359253,4.878235,98.768837,1421972122.659853,1421972123.163200,2.976136,1.510435,0.000000,0.000000,0.000000,1,0.503347,0.503347,0.503347
59.166.0.7,20422,149.171.126.5,53,17,CON,0.001076,146,178,31,29,0,0,542750.937500,661710.000000,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1421972122.748831,1421972122.749907,0.006000,0.009000,0.000000,0.000000,0.000000,1,0.001076,0.001076,0.001076
59.166.0.7,22401,149.171.126.1,25,6,FIN,0.035705,37318,3380,31,29,18,8,8200756.000000,739392.250000,52,42,14480,30408,2549764290,2546604170,717.653870,80.476189,39.925764,2.110699,1421972122.750125,1421972122.785830,0.693235,0.857634,0.000688,0.000538,0.000150,1,0.035705,0.035705,0.035705
59.166.0.0,20727,149.171.126.8,53,17,CON,0.001042,146,178,31,29,0,0,560460.625000,683301.312500,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1421972122.848859,1421972122.849901,0.010000,0.006000,0.000000,0.000000,0.000000,1,0.001042,0.001042,0.001042
59.166.0.0,22671,149.171.126.0,25,6,FIN,0.272808,37320,3380,31,29,18,8,1073370.375000,96771.359375,52,42,14480,30408,460182093,461195899,717.692322,80.476189,553.047100,19.286580,1421972122.850077,1421972123.122885,5.342333,6.640220,0.000686,0.000555,0.000131,1,0.272808,0.272808,0.272808
59.166.0.5,21664,149.171.126.1,62902,6,FIN,0.066332,4222,64342,31,29,7,30,502201.062500,7655189.500000,72,74,46336,14480,520177706,2670072044,58.638889,869.486511,58.333466,57.746270,1421972122.948837,1421972123.015169,0.942343,0.912681,0.000745,0.000612,0.000133,1,0.066332,0.066332,0.066332
59.166.0.5,59117,149.171.126.2,65255,6,FIN,0.089262,4862,79798,31,29,7,36,430642.375000,7068719.000000,84,86,55024,14480,2669761789,560323352,57.880951,927.883728,69.313824,67.043743,1421972123.015303,1421972123.104565,1.071048,1.043741,0.000716,0.000541,0.000175,1,0.089262,0.089262,0.089262
59.166.0.0,23570,149.171.126.4,53,17,CON,0.000995,146,178,31,29,0,0,586934.687500,715577.875000,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1421972123.048828,1421972123.049823,0.001000,0.009000,0.000000,0.000000,0.000000,1,0.000995,0.000995,0.000995
59.166.0.0,61036,149.171.126.1,80,6,FIN,1.025043,1684,10168,31,29,3,5,12206.317383,74954.906250,14,18,10136,8688,2729761915,2726549232,120.285713,564.888916,8762.987375,7715.083225,1421972123.050032,1421972124.075075,78.821617,60.262469,0.000717,0.000578,0.000139,1,1.025043,1.025043,1.025043
59.166.0.9,54861,149.171.126.4,53,17,CON,0.001025,130,162,31,29,0,0,507317.062500,632195.125000,2,2,,,,,65.000000,81.000000,0.000000,0.000000,1421972123.148852,1421972123.149877,0.007000,0.006000,0.000000,0.000000,0.000000,1,0.001025,0.001025,0.001025
59.166.0.9,28829,149.171.126.7,21,6,FIN,0.832751,2934,3740,31,29,11,15,27648.121094,35266.246094,52,54,24616,20272,2785569347,2786565883,56.423077,69.259262,1415.478154,52.973789,1421972123.150069,1421972123.982820,16.322216,15.701868,0.000680,0.000549,0.000131,1,0.832751,0.832751,0.832751
