flow_id,src_ip,src_port,dst_ip,dst_port,timestamp,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts_s,flow_pkts_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_len,bwd_header_len,fwd_pkts_s,bwd_pkts_s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwe_flag_count,ece_flag_cnt,down_up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,fwd_byts_b_avg,fwd_pkts_b_avg,fwd_blk_rate_avg,bwd_byts_b_avg,bwd_pkts_b_avg,bwd_blk_rate_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_fwd_win_byts,init_bwd_win_byts,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,Label,protocol,final_XGB_prediction,final_XGB_confidence,final_DT_prediction,final_DT_confidence
192.168.1.95-35.174.127.31-50317-443-6,192.168.1.95,50317,35.174.127.31,443,05/04/2025 01:15:32,112097029.0,18,12,2081,2104,239,0,115.6111111111111,117.89384002711876,262,0,175.33333333333334,125.22295268355508,37.3337280865847,0.2676252909432595,3865414.793103448,6502369.099638335,15894405.0,203.0,112097029.0,6593942.882352941,7412755.148174714,15894405.0,108188.0,111988977,10180816.090909092,7068313.849914058,16003622,333,1,0,0,0,360,240,0.1605751745659557,0.1070501163773038,0,262,142.67741935483866,121.63343484880414,14794.69247311828,0,1,0,0,1,0,0,0,0.0,147.43333333333334,115.61111111111111,175.33333333333334,0,0,0,0,0,0,18,2081,12,2104,1022,352,9,20,340908.875,656262.112572068,1965074.0,108188.0,13657668.375,4168346.490869455,15894405,5935089,BENIGN,6,BENIGN,0.5706232,BENIGN,1.0
192.168.1.95-72.25.64.32-50083-443-6,192.168.1.95,50083,72.25.64.32,443,05/04/2025 01:15:30,90231906.0,3,3,3,0,1,1,1.0,0.0,0,0,0.0,0.0,0.0332476629718982,0.0664953259437964,18046381.2,24612946.49452117,45015391.0,67611.0,90164295.0,45082147.5,12488.212862535616,45090978.0,45073317.0,90156319,45078159.5,12607.006801774956,45087074,45069245,0,0,0,0,60,60,0.0332476629718982,0.0332476629718982,0,1,0.5714285714285714,0.5345224838248487,0.2857142857142856,0,0,0,0,1,0,0,0,1.0,0.6666666666666666,1.0,0.0,0,0,0,0,0,0,3,3,3,0,1022,512,2,20,73635.0,2760.544873752281,75587.0,71683.0,45008512.5,9727.667988783334,45015391,45001634,BENIGN,6,BENIGN,0.7721268,BENIGN,1.0
192.168.1.49-239.255.255.250-50201-1900-17,192.168.1.49,50201,239.255.255.250,1900,05/04/2025 01:15:59,60478754.0,22,0,7328,0,359,311,333.0909090909091,20.19643790117712,0,0,0.0,0.0,121.16651741866242,0.3637641079708751,2879940.6666666674,13092926.316056434,60022153.0,17926.0,60478754.0,2879940.6666666674,13092926.316056434,60022153.0,17926.0,0,0.0,0.0,0,0,0,0,0,0,176,0,0.3637641079708751,0.0,311,359,332.13043478260875,20.26260404118,410.5731225296441,0,0,0,0,0,0,0,0,0.0,347.22727272727275,333.09090909090907,0.0,0,0,0,0,0,0,22,7328,0,0,0,0,21,8,235799.0,0.0,235799.0,235799.0,60022153.0,0.0,60022153,60022153,BENIGN,17,BENIGN,0.991727,DDoS,1.0
192.168.1.95-20.190.135.16-50593-443-6,192.168.1.95,50593,20.190.135.16,443,05/04/2025 01:19:25,501983.0,12,16,5567,15190,1440,0,463.9166666666667,610.4834832600579,1460,0,949.375,671.6405660768266,41350.00587669304,55.7787813531534,18591.962962962964,46314.58273546372,223743.0,0.0,501983.0,45634.81818181818,84944.20900193042,290052.0,0.0,426188,28412.53333333333,60629.35799696224,223743,0,0,0,0,0,252,332,23.90519200849432,31.873589344659084,0,1460,715.7586206896551,681.7188179873206,464740.5467980296,0,0,0,1,0,0,0,0,1.0,741.3214285714286,463.9166666666667,949.375,0,0,0,0,0,0,12,5567,16,15190,64240,16385,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,Backdoor,0.39918262,BENIGN,1.0
192.168.1.95-20.189.173.8-50618-443-6,192.168.1.95,50618,20.189.173.8,443,05/04/2025 01:19:27,427584.0,13,11,3014,4678,1440,0,231.84615384615384,438.3812735800208,1460,0,425.2727272727273,639.7679408831128,17989.447687471933,56.12932195779075,18590.60869565217,31135.65350605334,79537.0,0.0,427584.0,35632.0,45840.54770615203,128869.0,0.0,342811,34281.1,45857.4448371133,120211,0,0,0,0,0,272,232,30.40338272713665,25.72593923065409,0,1460,307.68,529.1779568349384,280029.31,0,0,0,1,0,0,0,0,0.0,320.5,231.84615384615384,425.27272727272725,0,0,0,0,0,0,13,3014,11,4678,64240,16385,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,Backdoor,0.38039568,BENIGN,1.0
192.168.1.95-20.189.173.8-50618-443-6,20.189.173.8,443,192.168.1.95,50618,05/04/2025 01:19:27,870.0,2,1,42,0,42,0,21.0,29.698484809834994,0,0,0.0,0.0,48275.86206896552,3448.2758620689656,435.0,548.7148622007609,823.0,47.0,870.0,870.0,0.0,870.0,870.0,0,0.0,0.0,0,0,1,0,0,0,40,20,2298.850574712644,1149.425287356322,0,42,21.0,24.24871130596428,588.0,0,1,0,0,1,0,0,0,0.0,28.0,21.0,0.0,0,0,0,0,0,0,2,42,1,0,16385,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,Backdoor,0.7272156,BENIGN,1.0
192.168.1.95-20.189.173.8-50625-443-6,192.168.1.95,50625,20.189.173.8,443,05/04/2025 01:19:31,373848.0,15,14,6741,4678,1440,0,449.4,605.2216595123286,1460,0,334.1428571428572,589.6110656960306,30544.4993687274,77.57163339111082,13351.71428571428,28013.167854576484,76062.0,0.0,373848.0,26703.42857142857,36672.89534984467,76294.0,0.0,296028,22771.384615384613,35308.27484584518,77665,0,0,0,0,0,312,292,40.12325865057456,37.44837474053626,0,1460,380.6333333333334,584.085343512185,341155.6885057471,0,0,0,1,0,0,0,0,0.0,393.7586206896552,449.4,334.1428571428572,0,0,0,0,0,0,15,6741,14,4678,64240,16381,9,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,Backdoor,0.39918262,BENIGN,1.0
192.168.1.95-20.189.173.8-50625-443-6,20.189.173.8,443,192.168.1.95,50625,05/04/2025 01:19:32,629.0,2,1,42,0,42,0,21.0,29.698484809834994,0,0,0.0,0.0,66772.65500794913,4769.475357710652,314.5,368.4026329981913,575.0,54.0,629.0,629.0,0.0,629.0,629.0,0,0.0,0.0,0,0,1,0,0,0,40,20,3179.650238473768,1589.825119236884,0,42,21.0,24.24871130596428,588.0,0,1,0,0,1,0,0,0,0.0,28.0,21.0,0.0,0,0,0,0,0,0,2,42,1,0,16381,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,Backdoor,0.7272156,BENIGN,1.0
192.168.1.95-20.189.173.8-50626-443-6,192.168.1.95,50626,20.189.173.8,443,05/04/2025 01:19:32,473172.0,13,12,3831,4678,1440,0,294.6923076923077,484.873245397768,1460,0,389.83333333333337,622.2258919444454,17982.889942769227,52.83490992704556,19715.5,29596.632092476186,76224.0,0.0,473172.0,39431.0,56193.49724106712,180103.0,0.0,400402,36400.181818181816,42396.432972169205,119474,0,0,0,0,0,272,252,27.47415316206369,25.36075676498187,0,1460,327.2692307692307,538.4389701863942,289916.52461538464,0,0,0,1,0,0,0,0,0.0,340.36,294.6923076923077,389.8333333333333,0,0,0,0,0,0,13,3831,12,4678,64240,16381,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,Backdoor,0.38039568,BENIGN,1.0
192.168.1.49-239.255.255.250-52323-1900-17,192.168.1.49,52323,239.255.255.250,1900,05/04/2025 01:17:35,119998031.0,25,0,10605,0,450,384,424.2,27.401338166836545,0,0,0.0,0.0,88.37645011025222,0.2083367517922023,4999917.958333332,16840902.96211852,59679223.0,17257.0,119998031.0,4999917.958333332,16840902.96211852,59679223.0,17257.0,0,0.0,0.0,0,0,0,0,0,0,200,0,0.2083367517922023,0.0,384,450,423.00000000000006,27.536158047193148,758.24,0,0,0,0,0,0,0,0,0.0,439.92,424.2,0.0,0,0,0,0,0,0,25,10605,0,0,0,0,24,8,309359.5,16117.084863584978,320756.0,297963.0,59678799.5,598.9194436650057,59679223,59678376,BENIGN,17,BENIGN,0.9880663,DDoS,1.0
140.82.112.25-192.168.1.95-443-50283-6,192.168.1.95,50283,140.82.112.25,443,05/04/2025 01:17:38,119949656.0,5,5,60,50,29,0,12.0,15.524174696260024,25,0,10.0,13.693063937629152,0.9170514002974716,0.0833683091179519,13327739.555555556,19025986.63286424,45002707.0,216.0,119949656.0,29987414.0,17389569.93452177,45048667.0,14903331.0,60043834,15010958.5,21213670.16814693,45046638,45540,0,0,0,0,112,112,0.0416841545589759,0.0416841545589759,0,29,10.0,13.54252561378416,183.4,0,0,0,0,1,0,0,0,1.0,11.0,12.0,10.0,0,0,0,0,0,0,5,60,5,50,74,74,4,20,45997.66666666666,397.10745816886055,46251.0,45540.0,29952915.75,17376690.94629165,45002707,14903115,BENIGN,6,Backdoor,0.8215693,BENIGN,1.0
192.168.1.95-20.42.65.88-50638-443-6,192.168.1.95,50638,20.42.65.88,443,05/04/2025 01:19:40,464099.0,13,12,3353,4678,1440,0,257.92307692307696,444.4366211918301,1460,0,389.83333333333337,622.2258919444454,17304.497531776626,53.86781699594268,19337.45833333333,33678.56834582306,84471.0,0.0,464099.0,38674.91666666666,48227.02286715185,124913.0,0.0,376694,34244.909090909096,49666.38402673291,134716,0,0,0,0,0,272,252,28.01126483789019,25.856552158052484,0,1460,308.88461538461536,522.9495828030138,273476.2661538461,0,0,0,1,0,0,0,0,0.0,321.24,257.9230769230769,389.8333333333333,0,0,0,0,0,0,13,3353,12,4678,64240,16383,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,Backdoor,0.38039568,BENIGN,1.0
192.168.1.95-20.42.65.88-50638-443-6,20.42.65.88,443,192.168.1.95,50638,05/04/2025 01:19:41,712.0,2,1,42,0,42,0,21.0,29.698484809834994,0,0,0.0,0.0,58988.76404494383,4213.483146067416,356.0,429.9209229614209,660.0,52.0,712.0,712.0,0.0,712.0,712.0,0,0.0,0.0,0,0,1,0,0,0,40,20,2808.988764044944,1404.494382022472,0,42,21.0,24.24871130596428,588.0,0,1,0,0,1,0,0,0,0.0,28.0,21.0,0.0,0,0,0,0,0,0,2,42,1,0,16383,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,Backdoor,0.7272156,BENIGN,1.0
192.168.1.95-35.174.127.31-50317-443-6,192.168.1.95,50317,35.174.127.31,443,05/04/2025 01:17:40,112109590.0,18,12,2079,2096,239,0,115.5,117.77108903192118,260,0,174.66666666666663,124.72685307818794,37.24034670004591,0.2675953056290724,3865847.9310344825,6826854.721934811,15898832.0,0.0,112109590.0,6594681.764705882,7909646.59792407,15898832.0,114.0,111984458,10180405.272727272,7880096.56347214,16006205,0,1,0,0,0,360,240,0.1605571833774434,0.1070381222516289,0,260,142.35483870967744,121.32231132733358,14719.103225806452,0,1,0,0,1,0,0,0,0.0,147.1,115.5,174.66666666666666,0,0,0,0,0,0,18,2079,12,2096,1026,403,9,20,247680.1428571428,361474.7561510709,1067328.0,107853.0,15752016.142857144,361498.54802817135,15898832,14932565,BENIGN,6,BENIGN,0.7886625,BENIGN,1.0
192.168.1.95-35.174.127.31-50317-443-6,192.168.1.95,50317,35.174.127.31,443,05/04/2025 01:19:45,130.0,2,0,30,0,30,0,15.0,21.213203435596427,0,0,0.0,0.0,230769.2307692308,15384.615384615388,130.0,0.0,130.0,130.0,130.0,130.0,0.0,130.0,130.0,0,0.0,0.0,0,0,1,0,0,0,40,0,15384.615384615388,0.0,0,30,20.0,17.320508075688775,300.0,0,1,0,0,1,0,0,0,0.0,30.0,15.0,0.0,0,0,0,0,0,0,2,30,0,0,1024,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,BENIGN,0.72481537,BENIGN,1.0
192.168.1.95-8.45.52.204-50680-443-6,192.168.1.95,50680,8.45.52.204,443,05/04/2025 01:19:44,575068.0,13,8,6667,1531,1460,0,512.8461538461538,585.2522029225016,992,0,191.375,345.9211047540837,14255.70541222951,36.51742054852643,28753.4,38747.7873112232,122464.0,0.0,575068.0,47922.333333333336,58106.83797084209,167020.0,0.0,315971,45138.71428571429,64692.77859677561,175796,0,0,0,0,0,272,172,22.60602224432589,13.911398304200546,0,1460,372.6363636363637,516.6346729376429,266911.3852813853,0,0,0,1,0,0,0,0,0.0,390.3809523809524,512.8461538461538,191.375,0,0,0,0,0,0,13,6667,8,1531,64240,83,8,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,Backdoor,0.41241518,BENIGN,1.0
192.168.1.95-8.45.52.204-50680-443-6,8.45.52.204,443,192.168.1.95,50680,05/04/2025 01:19:45,38145.0,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,52.43151133831433,38145.0,0.0,38145.0,38145.0,38145.0,38145.0,0.0,38145.0,38145.0,0,0.0,0.0,0,0,0,0,0,0,40,0,52.43151133831433,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,83,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,Backdoor,0.9454012,BENIGN,1.0
192.168.1.95-35.174.127.31-50317-443-6,35.174.127.31,443,192.168.1.95,50317,05/04/2025 01:19:45,9799.0,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,306.15368915195427,4899.5,6595.184948126929,9563.0,236.0,9799.0,4899.5,6595.184948126929,9563.0,236.0,0,0.0,0.0,0,0,0,0,0,0,72,0,306.15368915195427,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,403,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,Backdoor,0.9349,BENIGN,1.0
192.168.1.95-40.71.11.167-50565-443-6,192.168.1.95,50565,40.71.11.167,443,05/04/2025 01:17:46,114776324.0,17,17,6048,7783,1440,0,355.7647058823529,465.16227402538846,1460,0,457.8235294117647,592.0064648395022,120.5039464410796,0.2962283406114313,3478070.424242424,11010630.002636949,45015146.0,0.0,114776324.0,7173520.25,15192868.07789846,45078315.0,0.0,114665748,7166609.25,15217215.93435534,45076422,0,0,0,0,0,352,376,0.1481141703057156,0.1481141703057156,0,1460,395.1714285714286,523.5301826073071,274083.8521008403,0,0,0,1,0,0,0,0,1.0,406.7941176470589,355.7647058823529,457.8235294117647,0,0,0,0,0,0,17,6048,17,7783,64240,16381,10,20,946127.25,1623895.1250275525,3376957.0,61276.0,27716418.5,19967948.733020566,45015146,10246861,BENIGN,6,BENIGN,0.7253839,BENIGN,1.0
192.168.1.95-20.189.173.25-50566-443-6,192.168.1.95,50566,20.189.173.25,443,05/04/2025 01:17:48,114693332.0,31,29,8261,7357,1440,0,266.483870967742,442.01281059623466,1460,0,253.6896551724137,504.1606251588784,136.17182208988402,0.5231341609292509,1943954.779661017,8342680.456755455,45016031.0,0.0,114585190.0,3819506.333333335,11493122.510153666,45086949.0,0.0,114626337,4093797.75,11881733.73574084,45085741,0,0,0,0,0,632,616,0.2702859831467796,0.2528481777824712,0,1460,256.0327868852459,466.32141873794575,217455.66557377053,0,0,0,1,0,0,0,0,0.0,260.3,266.48387096774195,253.6896551724137,0,0,0,0,0,0,31,8261,29,7357,64240,16380,20,20,1075261.5,1558133.5948083317,3353456.0,68798.0,27527047.5,20166444.258128542,45016031,9864622,BENIGN,6,BENIGN,0.7655778,BENIGN,1.0
192.168.1.95-72.25.64.32-50083-443-6,192.168.1.95,50083,72.25.64.32,443,05/04/2025 01:17:45,90224715.0,3,3,3,0,1,1,1.0,0.0,0,0,0.0,0.0,0.0332503128438809,0.0665006256877619,18044943.0,24613826.777538035,45012147.0,67128.0,90151477.0,45075738.5,5001.36626333245,45079275.0,45072202.0,90157587,45078793.5,2297.389932075093,45080418,45077169,0,0,0,0,60,60,0.0332503128438809,0.0332503128438809,0,1,0.5714285714285714,0.5345224838248487,0.2857142857142856,0,0,0,0,1,0,0,0,1.0,0.6666666666666666,1.0,0.0,0,0,0,0,0,0,3,3,3,0,1022,512,2,20,67699.5,808.2230508962239,68271.0,67128.0,45008039.0,5809.589314228674,45012147,45003931,BENIGN,6,BENIGN,0.7721268,BENIGN,1.0
192.168.1.49-239.255.255.250-50201-1900-17,192.168.1.49,50201,239.255.255.250,1900,05/04/2025 01:18:00,60497599.0,23,0,7687,0,359,311,334.21739130434787,20.458286877846948,0,0,0.0,0.0,127.06289385137416,0.380180377075791,2749890.863636364,12792147.865692222,60023081.0,7176.0,60497599.0,2749890.863636364,12792147.865692222,60023081.0,7176.0,0,0.0,0.0,0,0,0,0,0,0,184,0,0.380180377075791,0.0,311,359,333.25000000000006,20.562206783954068,422.8043478260867,0,0,0,0,0,0,0,0,0.0,347.7391304347826,334.2173913043478,0.0,0,0,0,0,0,0,23,7687,0,0,0,0,22,8,241888.0,0.0,241888.0,241888.0,60023081.0,0.0,60023081,60023081,BENIGN,17,BENIGN,0.991727,DDoS,1.0
192.168.1.192-224.0.0.251-5353-5353-17,192.168.1.192,5353,224.0.0.251,5353,05/04/2025 01:17:34,1012060.0,2,0,116,0,58,58,58.0,0.0,0,0,0.0,0.0,114.61771041242616,1.976167420903899,1012060.0,0.0,1012060.0,1012060.0,1012060.0,1012060.0,0.0,1012060.0,1012060.0,0,0.0,0.0,0,0,0,0,0,0,16,0,1.976167420903899,0.0,58,58,58.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,87.0,58.0,0.0,0,0,0,0,0,0,2,116,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,17,Backdoor,0.50022256,Heartbleed,1.0
